"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","year","prediction_year","source_file"
"BI6530","","","","","","5","5.0","0.0","100.0","4.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1044","","","","","","28","3.8","28.0","11.0","70.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1082","","","","","","13","4.7","12.0","28.0","92.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1276","","","","","","2","1.0","2.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1307","","","","","","44","4.1","28.0","6.0","64.7","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1324","","","","","","4","6.0","2.0","1.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1338","","","","","","3","1.0","0.0","1.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1515","","","","","","407","7.3","65.0","28.0","16.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1532","","","","","","1886","4.3","512.0","6.0","27.2","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1545","","","","","","1168","4.1","610.0","28.0","52.2","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1548","","","","","","946","4.3","505.0","1.0","53.4","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1562","","","","","","610","4.3","100.0","6.0","16.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1575","","","","","","386","3.9","117.0","28.0","30.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1578","","","","","","297","4.4","107.0","1.0","35.9","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1774","","","","","","71","9.2","19.0","5.0","27.1","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1784","","","","","","274","7.6","115.0","28.0","42.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DS1001","","","","","","1","3.0","1.0","26.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DS1005","","","","","","1","9.0","1.0","12.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DS6602","","","","","","8","10.3","7.0","26.0","87.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EA1040","","","","","","4","2.5","1.0","90.0","25.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EA1074","","","","","","3","9.3","0.0","30.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EA1116","","","","","","15","7.7","0.0","29.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EA1126","","","","","","3","3.0","0.0","4.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EB3001","","","","","","2","9.5","1.0","10.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EB3026","","","","","","2","2.5","2.0","10.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EB3078","","","","","","1","3.0","1.0","10.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EB3561","","","","","","50","3.3","43.0","17.0","86.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EB3563","","","","","","89","3.7","70.0","6.0","79.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EB3609","","","","","","19","4.8","18.0","17.0","94.4","","2024","2025","harvest-metrics-2024-bg-report.csv"
"EB3616","","","","","","3","5.0","3.0","17.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LD0001","","","","","","5","4.0","5.0","27.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LD0003","","","","","","1","7.0","0.0","19.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LD0007","","","","","","1","2.0","1.0","27.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0001","","","","","","1","3.0","1.0","20.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0006","","","","","","1","5.0","0.0","14.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0007","","","","","","1","10.0","0.0","17.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0008","","","","","","1","1.0","1.0","17.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0011","","","","","","1","1.0","1.0","85.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0013","","","","","","1","7.0","1.0","22.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0014","","","","","","1","6.0","1.0","2.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0016","","","","","","1","9.0","0.0","2.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LE0017","","","","","","1","1.0","1.0","14.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LP0001","","","","","","1","3.0","1.0","10.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"LP0002","","","","","","2","4.0","0.0","19.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MA1006","","","","","","5","5.8","3.0","163.0","60.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6200","","","","","","2","10.0","2.0","4.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6207","","","","","","2","3.0","2.0","6.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6209","","","","","","2","2.5","2.0","6.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6217","","","","","","2","3.5","2.0","2.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6220","","","","","","2","4.5","1.0","2.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6223","","","","","","2","5.5","2.0","6.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6224","","","","","","1","3.0","1.0","17.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6225","","","","","","1","4.0","1.0","6.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6240","","","","","","2","3.0","2.0","4.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6254","","","","","","2","4.5","2.0","4.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6259","","","","","","3","2.5","2.0","17.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"MB6264","","","","","","1","1.0","1.0","3.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5313","","","","","","1","10.0","1.0","19.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5341","","","","","","0","0.0","0.0","1.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5343","","","","","","2","1.5","2.0","2.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1006","","","","","","22","1.7","18.0","12.0","81.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1014","","","","","","2","1.0","2.0","19.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1016","","","","","","9","1.5","2.0","135.0","25.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1025","","","","","","10","1.5","10.0","10.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1026","","","","","","9","1.7","9.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1032","","","","","","8","1.2","8.0","11.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1041","","","","","","4","7.0","4.0","21.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1046","","","","","","9","1.4","9.0","20.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS1002","","","","","","1","1.0","1.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS1004","","","","","","1","2.0","1.0","21.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
