hunt_code,hunt_name,species,residency,hunt_class,modeled_draw_probability,harvest_success_pct,permits_2026_total,sleeper_score,sleeper_reasons,data_limitations
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,Nonresident,Antlerless,70.6,40,100,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,Resident,Antlerless,100,40,100,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1244,Yellowstone,Elk,Resident,Antlerless,90.9,17.4,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1256,Little Pole Canyon CWMU,Elk,Resident,CWMU,88.2,33.3,9,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1257,Tunnel Hollow CWMU,Elk,Resident,CWMU,25.5,60,5,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1260,West Ridge CWMU,Elk,Resident,CWMU,100,20,5,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1261,Blackhawk CWMU,Elk,Resident,CWMU,50,33.3,5,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,Resident,CWMU,100,55.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,Nonresident,Antlerless,81.7,40.5,50,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,Resident,Antlerless,100,40.5,50,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,Nonresident,Antlerless,96.6,69,100,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,Resident,Antlerless,100,69,100,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1266,"Box Elder, Hansel Mtn",Elk,Nonresident,Antlerless,78.1,52.6,30,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1268,"North Slope, Summit",Elk,Nonresident,Antlerless,100,8.5,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1268,"North Slope, Summit",Elk,Resident,Antlerless,100,8.5,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1269,Ogden (Excludes Hyrum),Elk,Nonresident,Antlerless,100,30.1,300,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1269,Ogden (Excludes Hyrum),Elk,Resident,Antlerless,100,30.1,300,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1272,"East Canyon, East",Elk,Nonresident,Antlerless,100,5.1,150,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1272,"East Canyon, East",Elk,Resident,Antlerless,100,5.1,150,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1273,"North Slope, Three Corners",Elk,Nonresident,Antlerless,100,82.6,25,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1273,"North Slope, Three Corners",Elk,Resident,Antlerless,100,82.6,25,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1277,"North Slope, Three Corners",Elk,Nonresident,Antlerless,100,62.5,25,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1278,"Manti, Ferron-Nelson Mtn",Elk,Nonresident,Antlerless,100,48.7,50,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1278,"Manti, Ferron-Nelson Mtn",Elk,Resident,Antlerless,100,48.7,50,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1280,"La Sal, La Sal Mtns-North",Elk,Nonresident,Antlerless,100,30.6,175,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1280,"La Sal, La Sal Mtns-North",Elk,Resident,Antlerless,100,30.6,175,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1281,"Mt Dutton, Deep Creek",Elk,Nonresident,Antlerless,100,37.5,75,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1281,"Mt Dutton, Deep Creek",Elk,Resident,Antlerless,100,37.5,75,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1282,"Ogden, North",Elk,Nonresident,Antlerless,100,,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1282,"Ogden, North",Elk,Resident,Antlerless,100,,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2033,Kamas,Elk,Nonresident,Antlerless,100,2.1,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2033,Kamas,Elk,Resident,Antlerless,100,2.1,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2034,"Nine Mile, Anthro",Elk,Nonresident,Antlerless,100,0,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2034,"Nine Mile, Anthro",Elk,Resident,Antlerless,100,0,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2037,Yellowstone,Elk,Nonresident,Antlerless,100,17.8,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2037,Yellowstone,Elk,Resident,Antlerless,100,17.8,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2038,Wasatch Mtns,Elk,Nonresident,Antlerless,100,13.4,1200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA2038,Wasatch Mtns,Elk,Resident,Antlerless,100,13.4,1200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3000,Beaver East,Elk,Nonresident,Mature Bull,0.1,76.9,25,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3000,Beaver East,Elk,Resident,Mature Bull,1.6,76.9,25,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3010,Monroe,Elk,Resident,Mature Bull,1,100,23,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3024,Beaver East,Elk,Resident,Mature Bull,0.1,90.9,10,4,harvest success above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3025,Beaver East,Elk,Nonresident,Mature Bull,0.1,88.2,17,4,harvest success above peer median; permit count at or above peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3025,Beaver East,Elk,Resident,Mature Bull,0.6,88.2,17,5,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3039,Manti,Elk,Nonresident,Mature Bull,0.6,81.1,113,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3039,Manti,Elk,Resident,Mature Bull,2.8,81.1,113,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3048,Monroe,Elk,Resident,Mature Bull,1.2,93.3,15,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3050,Mt Dutton,Elk,Resident,Mature Bull,0.7,93.3,15,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3063,Fishlake/Thousand Lakes,Elk,Resident,Mature Bull,1.1,84.2,38,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3065,Fishlake/Thousand Lakes,Elk,Nonresident,Mature Bull,0.5,84.4,63,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3065,Fishlake/Thousand Lakes,Elk,Resident,Mature Bull,2.1,84.4,63,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3069,Diamond Mtn,Elk,Nonresident,Mature Bull,0.2,80,33,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3069,Diamond Mtn,Elk,Resident,Mature Bull,2.6,80,33,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3077,Beaver East,Elk,Resident,Mature Bull,1.2,92.9,15,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3084,Manti,Elk,Resident,Mature Bull,5.5,72.1,99,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,Mature Bull,0.6,76.4,56,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3096,Fishlake/Thousand Lakes,Elk,Resident,Mature Bull,3.7,76.4,56,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3097,San Juan Bull Elk,Elk,Resident,Mature Bull,2,76.5,19,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3126,Manti,Elk,Resident,Mature Bull,8.7,69.2,195,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3127,Wasatch Mtns,Elk,Resident,Mature Bull,6,68.7,172,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3144,West Desert Deep Creek,Elk,Resident,Mature Bull,0,78.6,15,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3149,Southwest Desert South,Elk,Nonresident,Mature Bull,0.1,83.3,18,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3149,Southwest Desert South,Elk,Resident,Mature Bull,0.6,83.3,18,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3152,Southwest Desert South,Elk,Nonresident,Mature Bull,0.2,90,29,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3152,Southwest Desert South,Elk,Resident,Mature Bull,1.2,90,29,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3159,Beaver East,Elk,Nonresident,Mature Bull,0.2,89.3,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3159,Beaver East,Elk,Resident,Mature Bull,2.5,89.3,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3177,Nebo/San Pitch Mtns,Elk,Nonresident,Mature Bull,0.6,81.5,38,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3177,Nebo/San Pitch Mtns,Elk,Resident,Mature Bull,1.7,81.5,38,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3179,Nebo/San Pitch Mtns,Elk,Resident,Mature Bull,1,75,19,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3181,Fillmore Pahvant,Elk,Resident,Mature Bull,1.9,76,25,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3185,Monroe,Elk,Nonresident,Mature Bull,0.2,80,27,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3185,Monroe,Elk,Resident,Mature Bull,1.6,80,27,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3189,Panguitch Lake,Elk,Resident,Mature Bull,1.6,86.4,22,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3194,San Juan Bull Elk,Elk,Nonresident,Mature Bull,0.3,88.6,37,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3194,San Juan Bull Elk,Elk,Resident,Mature Bull,6.9,88.6,37,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3198,Southwest Desert South,Elk,Resident,Mature Bull,7.5,69.4,51,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3514,Deseret CWMU,Elk,Resident,CWMU,16.4,89,19,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3519,Ensign Ranches CWMU,Elk,Resident,CWMU,10,100,6,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3521,Grass Valley/Clark Canyon CWMU,Elk,Resident,CWMU,29.1,75.3,10,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3536,Minnie Maud Ridge CWMU,Elk,Resident,CWMU,15.8,43.6,5,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,Resident,CWMU,10,87.9,10,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Nonresident,Limited Entry,0.1,93.5,33,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Resident,Limited Entry,0,93.5,33,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5018,Southwest Desert,Pronghorn,Resident,Limited Entry,0,90.3,35,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5019,"West Desert, Riverbed",Pronghorn,Nonresident,Limited Entry,0,94.4,20,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5019,"West Desert, Riverbed",Pronghorn,Resident,Limited Entry,0,94.4,20,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5025,Beaver,Pronghorn,Resident,Limited Entry,0,90.9,48,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5033,"Fillmore, Oak Creek South",Pronghorn,Resident,Limited Entry,0,97.9,51,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5035,"La Sal, Potash/South Cisco",Pronghorn,Resident,Limited Entry,0,100,24,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Nonresident,Limited Entry,0.1,92.3,32,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Resident,Limited Entry,0,92.3,32,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5041,"Panguitch Lake/Zion, North",Pronghorn,Resident,Limited Entry,0,100,23,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5046,"San Rafael, North",Pronghorn,Nonresident,Limited Entry,0.1,92.9,69,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5046,"San Rafael, North",Pronghorn,Resident,Limited Entry,0,92.9,69,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5047,Diamond Mtn/Bonanza,Pronghorn,Nonresident,Limited Entry,0,90.9,56,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5047,Diamond Mtn/Bonanza,Pronghorn,Resident,Limited Entry,0,90.9,56,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5050,"West Desert, Riverbed",Pronghorn,Resident,Limited Entry,0,94.9,81,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5051,"West Desert, Rush Valley",Pronghorn,Nonresident,Limited Entry,0,94.4,36,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5051,"West Desert, Rush Valley",Pronghorn,Resident,Limited Entry,0,94.4,36,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5060,Diamond Mtn/Bonanza,Pronghorn,Resident,Limited Entry,0,100,19,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5076,Parker Mtn,Pronghorn,Nonresident,Limited Entry,0.3,96.1,150,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5076,Parker Mtn,Pronghorn,Resident,Limited Entry,0,96.1,150,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5302,Deseret CWMU,Pronghorn,Resident,CWMU,6.1,100,29,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1000,"Box Elder, Snowville",Pronghorn,Nonresident,Antlerless,59.5,47.1,40,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1035,"Fillmore, Oak Creek South",Pronghorn,Nonresident,Antlerless,0,100,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1054,Parker Mtn,Pronghorn,Nonresident,Antlerless,100,20,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1054,Parker Mtn,Pronghorn,Resident,Antlerless,89.7,20,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1055,Parker Mtn,Pronghorn,Nonresident,Antlerless,100,43.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1055,Parker Mtn,Pronghorn,Resident,Antlerless,90.8,43.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1057,"Parker Mtn, Highlands",Pronghorn,Nonresident,Antlerless,0,90.6,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1057,"Parker Mtn, Highlands",Pronghorn,Resident,Antlerless,0,90.6,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1058,"Parker Mtn, Highlands",Pronghorn,Nonresident,Antlerless,25,45.5,40,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1059,"Parker Mtn, Plains",Pronghorn,Nonresident,Antlerless,21.7,82.6,35,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
PD1059,"Parker Mtn, Plains",Pronghorn,Resident,Antlerless,0,82.6,35,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1060,"Parker Mtn, Plains",Pronghorn,Nonresident,Antlerless,0,85.7,40,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1060,"Parker Mtn, Plains",Pronghorn,Resident,Antlerless,0,85.7,40,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
