source_file,source_page,hunt_code,hunt_name,totals_line,totals_numbers,res_total_permits,nr_total_permits,total_permits,parse_style
24 bear draw odds complete.pdf,96,BR7318,Beaver - Any Legal Weapon,Totals 129 1 1 2 1 in 64.5 Totals 0 0 0 0 N/A,129;1;1;2;1;64;5;0;0;0;0,2,0,2,res_nr_split
24 bear draw odds complete.pdf,97,BR7320,Cache/ogden - Any Legal Weapon,Totals 68 0 1 1 1 in 68.0 Totals 0 0 0 0 N/A,68;0;1;1;1;68;0;0;0;0;0,1,0,1,res_nr_split
24 bear draw odds complete.pdf,98,BR7321,"Kamas/north Slope, Summit - Any Legal Weapon",Totals 97 2 2 4 1 in 24.3 Totals 0 0 0 0 N/A,97;2;2;4;1;24;3;0;0;0;0,4,0,4,res_nr_split
24 bear draw odds complete.pdf,99,BR7322,Mt Dutton - Any Legal Weapon,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24 bear draw odds complete.pdf,100,BR7323,Paunsaugunt - Any Legal Weapon,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_deer_odds.pdf,2,DB1500,Beaver - Archery Page 1,Totals 504 0 251 251 1 in 2.0 Totals 79 0 31 31 1 in 2.5,504;0;251;251;1;2;0;79;0;31;31;1;2;5,251,79,330,res_nr_split
24_deer_odds.pdf,3,DB1501,Box Elder - Archery Page 2,Totals 425 0 402 402 1 in 1.1 Totals 39 0 39 39 1 in 1.0,425;0;402;402;1;1;1;39;0;39;39;1;1;0,402,39,441,res_nr_split
24_deer_odds.pdf,4,DB1502,Cache - Archery Page 3,Totals 868 0 620 620 1 in 1.4 Totals 33 0 33 33 1 in 1.0,868;0;620;620;1;1;4;33;0;33;33;1;1;0,620,33,653,res_nr_split
24_deer_odds.pdf,5,DB1503,Manti/san Rafael - Archery Page 4,Totals 2280 0 1078 1078 1 in 2.1 Totals 193 0 134 134 1 in 1.4,2280;0;1078;1078;1;2;1;193;0;134;134;1;1;4,1078,193,1271,res_nr_split
24_deer_odds.pdf,6,DB1504,Nebo - Archery Page 5,Totals 742 0 702 702 1 in 1.1 Totals 29 0 29 29 1 in 1.0,742;0;702;702;1;1;1;29;0;29;29;1;1;0,702,29,731,res_nr_split
24_deer_odds.pdf,7,DB1506,Fillmore - Archery Page 6,Totals 471 0 297 297 1 in 1.6 Totals 38 0 34 34 1 in 1.1,471;0;297;297;1;1;6;38;0;34;34;1;1;1,297,38,335,res_nr_split
24_deer_odds.pdf,8,DB1508,Kamas - Archery Page 7,Totals 349 0 204 204 1 in 1.7 Totals 6 0 6 6 1 in 1.0,349;0;204;204;1;1;7;6;0;6;6;1;1;0,204,6,210,res_nr_split
24_deer_odds.pdf,9,DB1509,"La Sal, La Sal Mtns - Archery Page 8",Totals 441 0 188 188 1 in 2.3 Totals 101 0 24 24 1 in 4.2,441;0;188;188;1;2;3;101;0;24;24;1;4;2,188,101,289,res_nr_split
24_deer_odds.pdf,10,DB1510,Monroe - Archery Page 9,Totals 406 0 99 99 1 in 4.1 Totals 40 0 12 12 1 in 3.3,406;0;99;99;1;4;1;40;0;12;12;1;3;3,99,40,139,res_nr_split
24_deer_odds.pdf,11,DB1511,Mt Dutton - Archery Page 10,Totals 108 0 48 48 1 in 2.3 Totals 15 0 6 6 1 in 2.5,108;0;48;48;1;2;3;15;0;6;6;1;2;5,48,15,63,res_nr_split
24_deer_odds.pdf,12,DB1512,Nine Mile - Archery Page 11,Totals 202 0 186 186 1 in 1.1 Totals 15 0 14 14 1 in 1.1,202;0;186;186;1;1;1;15;0;14;14;1;1;1,186,15,201,res_nr_split
24_deer_odds.pdf,13,DB1513,North Slope - Archery Page 12,Totals 596 0 348 348 1 in 1.7 Totals 46 0 40 40 1 in 1.2,596;0;348;348;1;1;7;46;0;40;40;1;1;2,348,46,394,res_nr_split
24_deer_odds.pdf,14,DB1514,Ogden - Archery Page 13,Totals 501 0 303 303 1 in 1.7 Totals 13 0 13 13 1 in 1.0,501;0;303;303;1;1;7;13;0;13;13;1;1;0,303,13,316,res_nr_split
24_deer_odds.pdf,15,DB1515,Oquirrh-stansbury - Archery Page 14,Totals 618 0 379 379 1 in 1.6 Totals 29 0 29 29 1 in 1.0,618;0;379;379;1;1;6;29;0;29;29;1;1;0,379,29,408,res_nr_split
24_deer_odds.pdf,16,DB1516,Panguitch Lake - Archery Page 15,Totals 692 0 270 270 1 in 2.6 Totals 163 0 32 32 1 in 5.1,692;0;270;270;1;2;6;163;0;32;32;1;5;1,270,163,433,res_nr_split
24_deer_odds.pdf,17,DB1517,Pine Valley - Archery Page 16,Totals 667 0 488 488 1 in 1.4 Totals 131 0 58 58 1 in 2.3,667;0;488;488;1;1;4;131;0;58;58;1;2;3,488,131,619,res_nr_split
24_deer_odds.pdf,18,DB1518,Boulder/kaiparowits - Archery Page 17,Totals 521 0 279 279 1 in 1.9 Totals 71 0 34 34 1 in 2.1,521;0;279;279;1;1;9;71;0;34;34;1;2;1,279,71,350,res_nr_split
24_deer_odds.pdf,19,DB1519,Fishlake - Archery Page 18,Totals 409 0 133 133 1 in 3.1 Totals 47 0 18 18 1 in 2.6,409;0;133;133;1;3;1;47;0;18;18;1;2;6,133,47,180,res_nr_split
24_deer_odds.pdf,20,DB1520,Thousand Lakes - Archery Page 19,Totals 36 0 35 35 1 in 1.0 Totals 7 0 6 6 1 in 1.2,36;0;35;35;1;1;0;7;0;6;6;1;1;2,35,7,42,res_nr_split
24_deer_odds.pdf,21,DB1521,"San Juan, Abajo Mtns - Archery Page 20",Totals 496 0 331 331 1 in 1.5 Totals 154 0 37 37 1 in 4.2,496;0;331;331;1;1;5;154;0;37;37;1;4;2,331,154,485,res_nr_split
24_deer_odds.pdf,22,DB1522,Vernal/bonanza - Archery Page 21,Totals 682 0 179 179 1 in 3.8 Totals 28 0 24 24 1 in 1.2,682;0;179;179;1;3;8;28;0;24;24;1;1;2,179,28,207,res_nr_split
24_deer_odds.pdf,23,DB1523,Yellowstone - Archery Page 22,Totals 646 0 128 128 1 in 5.0 Totals 35 0 17 17 1 in 2.1,646;0;128;128;1;5;0;35;0;17;17;1;2;1,128,35,163,res_nr_split
24_deer_odds.pdf,24,DB1524,Southwest Desert - Archery Page 23,Totals 92 0 70 70 1 in 1.3 Totals 28 0 9 9 1 in 3.1,92;0;70;70;1;1;3;28;0;9;9;1;3;1,70,28,98,res_nr_split
24_deer_odds.pdf,25,DB1525,"Wasatch Mtns, East - Archery Page 24",Totals 1608 0 675 675 1 in 2.4 Totals 77 0 73 73 1 in 1.1,1608;0;675;675;1;2;4;77;0;73;73;1;1;1,675,77,752,res_nr_split
24_deer_odds.pdf,26,DB1526,"Wasatch Mtns, West - Archery Page 25",Totals 1332 0 930 930 1 in 1.4 Totals 61 0 58 58 1 in 1.1,1332;0;930;930;1;1;4;61;0;58;58;1;1;1,930,61,991,res_nr_split
24_deer_odds.pdf,27,DB1527,"West Desert, Tintic - Archery Page 26",Totals 149 0 128 128 1 in 1.2 Totals 0 0 0 0 N/A,149;0;128;128;1;1;2;0;0;0;0,128,0,128,res_nr_split
24_deer_odds.pdf,28,DB1528,"West Desert, West - Archery Page 27",Totals 67 0 66 66 1 in 1.0 Totals 9 0 8 8 1 in 1.1,67;0;66;66;1;1;0;9;0;8;8;1;1;1,66,9,75,res_nr_split
24_deer_odds.pdf,29,DB1529,Zion - Archery Page 28,Totals 529 0 480 480 1 in 1.1 Totals 134 0 54 54 1 in 2.5,529;0;480;480;1;1;1;134;0;54;54;1;2;5,480,134,614,res_nr_split
24_deer_odds.pdf,30,DB1530,Beaver - Any Legal Weapon Page 29,Totals 2461 0 605 605 1 in 4.1 Totals 344 0 76 76 1 in 4.5,2461;0;605;605;1;4;1;344;0;76;76;1;4;5,605,344,949,res_nr_split
24_deer_odds.pdf,31,DB1531,Box Elder - Any Legal Weapon Page 30,Totals 2237 0 1879 1879 1 in 1.2 Totals 192 0 190 190 1 in 1.0,2237;0;1879;1879;1;1;2;192;0;190;190;1;1;0,1879,192,2071,res_nr_split
24_deer_odds.pdf,32,DB1532,Cache - Any Legal Weapon Page 31,Totals 4933 0 1417 1417 1 in 3.5 Totals 121 0 115 115 1 in 1.1,4933;0;1417;1417;1;3;5;121;0;115;115;1;1;1,1417,121,1538,res_nr_split
24_deer_odds.pdf,33,DB1533,Manti/san Rafael - Any Legal Weapon Page 32,Totals 8404 0 2770 2770 1 in 3.0 Totals 514 0 382 382 1 in 1.3,8404;0;2770;2770;1;3;0;514;0;382;382;1;1;3,2770,514,3284,res_nr_split
24_deer_odds.pdf,34,DB1534,Nebo - Any Legal Weapon Page 33,Totals 3052 0 1639 1639 1 in 1.9 Totals 122 0 118 118 1 in 1.0,3052;0;1639;1639;1;1;9;122;0;118;118;1;1;0,1639,122,1761,res_nr_split
24_deer_odds.pdf,35,DB1536,Fillmore - Any Legal Weapon Page 34,Totals 2064 0 480 480 1 in 4.3 Totals 152 0 54 54 1 in 2.8,2064;0;480;480;1;4;3;152;0;54;54;1;2;8,480,152,632,res_nr_split
24_deer_odds.pdf,36,DB1538,Kamas - Any Legal Weapon Page 35,Totals 618 0 300 300 1 in 2.1 Totals 30 0 30 30 1 in 1.0,618;0;300;300;1;2;1;30;0;30;30;1;1;0,300,30,330,res_nr_split
24_deer_odds.pdf,37,DB1539,"La Sal, La Sal Mtns - Any Legal Weapon Page 36",Totals 1425 0 502 502 1 in 2.8 Totals 240 0 58 58 1 in 4.1,1425;0;502;502;1;2;8;240;0;58;58;1;4;1,502,240,742,res_nr_split
24_deer_odds.pdf,38,DB1540,Monroe - Any Legal Weapon Page 37,Totals 1873 0 271 271 1 in 6.9 Totals 176 0 31 31 1 in 5.7,1873;0;271;271;1;6;9;176;0;31;31;1;5;7,271,176,447,res_nr_split
24_deer_odds.pdf,39,DB1541,Mt Dutton - Any Legal Weapon Page 38,Totals 476 0 120 120 1 in 4.0 Totals 100 0 14 14 1 in 7.1,476;0;120;120;1;4;0;100;0;14;14;1;7;1,120,100,220,res_nr_split
24_deer_odds.pdf,40,DB1542,Nine Mile - Any Legal Weapon Page 39,Totals 692 0 294 294 1 in 2.4 Totals 48 0 42 42 1 in 1.1,692;0;294;294;1;2;4;48;0;42;42;1;1;1,294,48,342,res_nr_split
24_deer_odds.pdf,41,DB1543,North Slope - Any Legal Weapon Page 40,Totals 1116 0 579 579 1 in 1.9 Totals 48 0 48 48 1 in 1.0,1116;0;579;579;1;1;9;48;0;48;48;1;1;0,579,48,627,res_nr_split
24_deer_odds.pdf,42,DB1544,Ogden - Any Legal Weapon Page 41,Totals 1320 0 732 732 1 in 1.8 Totals 41 0 41 41 1 in 1.0,1320;0;732;732;1;1;8;41;0;41;41;1;1;0,732,41,773,res_nr_split
24_deer_odds.pdf,43,DB1545,Oquirrh-stansbury - Any Legal Weapon Page 42,Totals 3534 0 869 869 1 in 4.1 Totals 147 0 115 115 1 in 1.3,3534;0;869;869;1;4;1;147;0;115;115;1;1;3,869,147,1016,res_nr_split
24_deer_odds.pdf,44,DB1546,Panguitch Lake - Any Legal Weapon Page 43,Totals 1613 0 478 478 1 in 3.4 Totals 341 0 54 54 1 in 6.3,1613;0;478;478;1;3;4;341;0;54;54;1;6;3,478,341,819,res_nr_split
24_deer_odds.pdf,45,DB1547,Pine Valley - Any Legal Weapon Page 44,Totals 3786 0 651 651 1 in 5.8 Totals 623 0 73 73 1 in 8.5,3786;0;651;651;1;5;8;623;0;73;73;1;8;5,651,623,1274,res_nr_split
24_deer_odds.pdf,46,DB1548,Boulder/kaiparowits - Any Legal Weapon Page 45,Totals 2195 0 658 658 1 in 3.3 Totals 313 0 74 74 1 in 4.2,2195;0;658;658;1;3;3;313;0;74;74;1;4;2,658,313,971,res_nr_split
24_deer_odds.pdf,47,DB1549,Fishlake - Any Legal Weapon Page 46,Totals 1378 0 223 223 1 in 6.2 Totals 103 0 25 25 1 in 4.1,1378;0;223;223;1;6;2;103;0;25;25;1;4;1,223,103,326,res_nr_split
24_deer_odds.pdf,48,DB1550,Thousand Lakes - Any Legal Weapon Page 47,Totals 154 0 28 28 1 in 5.5 Totals 22 0 4 4 1 in 5.5,154;0;28;28;1;5;5;22;0;4;4;1;5;5,28,22,50,res_nr_split
24_deer_odds.pdf,49,DB1551,"San Juan, Abajo Mtns - Any Legal Weapon Page 48",Totals 1339 0 834 834 1 in 1.6 Totals 271 0 106 106 1 in 2.6,1339;0;834;834;1;1;6;271;0;106;106;1;2;6,834,271,1105,res_nr_split
24_deer_odds.pdf,50,DB1552,Vernal/bonanza - Any Legal Weapon Page 49,Totals 2594 0 270 270 1 in 9.6 Totals 144 0 31 31 1 in 4.6,2594;0;270;270;1;9;6;144;0;31;31;1;4;6,270,144,414,res_nr_split
24_deer_odds.pdf,51,DB1553,Yellowstone - Any Legal Weapon Page 50,Totals 1984 0 379 379 1 in 5.2 Totals 125 0 50 50 1 in 2.5,1984;0;379;379;1;5;2;125;0;50;50;1;2;5,379,125,504,res_nr_split
24_deer_odds.pdf,52,DB1554,Southwest Desert - Any Legal Weapon Page 51,Totals 812 0 140 140 1 in 5.8 Totals 139 0 16 16 1 in 8.7,812;0;140;140;1;5;8;139;0;16;16;1;8;7,140,139,279,res_nr_split
24_deer_odds.pdf,53,DB1555,"Wasatch Mtns, East - Any Legal Weapon Page 52",Totals 5579 0 1714 1714 1 in 3.3 Totals 242 0 234 234 1 in 1.0,5579;0;1714;1714;1;3;3;242;0;234;234;1;1;0,1714,242,1956,res_nr_split
24_deer_odds.pdf,54,DB1556,"Wasatch Mtns, West - Any Legal Weapon Page 53",Totals 3277 0 2423 2423 1 in 1.4 Totals 93 0 89 89 1 in 1.0,3277;0;2423;2423;1;1;4;93;0;89;89;1;1;0,2423,93,2516,res_nr_split
24_deer_odds.pdf,55,DB1557,"West Desert, Tintic - Any Legal Weapon Page 54",Totals 968 0 285 285 1 in 3.4 Totals 18 0 17 17 1 in 1.1,968;0;285;285;1;3;4;18;0;17;17;1;1;1,285,18,303,res_nr_split
24_deer_odds.pdf,56,DB1558,"West Desert, West - Any Legal Weapon Page 55",Totals 436 0 156 156 1 in 2.8 Totals 40 0 18 18 1 in 2.2,436;0;156;156;1;2;8;40;0;18;18;1;2;2,156,40,196,res_nr_split
24_deer_odds.pdf,57,DB1559,Zion - Any Legal Weapon Page 56,Totals 2660 0 698 698 1 in 3.8 Totals 338 0 78 78 1 in 4.3,2660;0;698;698;1;3;8;338;0;78;78;1;4;3,698,338,1036,res_nr_split
24_deer_odds.pdf,58,DB1560,Beaver - Muzzleloader Page 57,Totals 469 0 205 205 1 in 2.3 Totals 82 0 28 28 1 in 2.9,469;0;205;205;1;2;3;82;0;28;28;1;2;9,205,82,287,res_nr_split
24_deer_odds.pdf,59,DB1561,Box Elder - Muzzleloader Page 58,Totals 421 0 409 409 1 in 1.0 Totals 11 0 11 11 1 in 1.0,421;0;409;409;1;1;0;11;0;11;11;1;1;0,409,11,420,res_nr_split
24_deer_odds.pdf,60,DB1562,Cache - Muzzleloader Page 59,Totals 841 0 573 573 1 in 1.5 Totals 17 0 15 15 1 in 1.1,841;0;573;573;1;1;5;17;0;15;15;1;1;1,573,17,590,res_nr_split
24_deer_odds.pdf,61,DB1563,Manti/san Rafael - Muzzleloader Page 60,Totals 1679 0 1024 1024 1 in 1.6 Totals 86 0 84 84 1 in 1.0,1679;0;1024;1024;1;1;6;86;0;84;84;1;1;0,1024,86,1110,res_nr_split
24_deer_odds.pdf,62,DB1564,Nebo - Muzzleloader Page 61,Totals 503 0 480 480 1 in 1.0 Totals 12 0 12 12 1 in 1.0,503;0;480;480;1;1;0;12;0;12;12;1;1;0,480,12,492,res_nr_split
24_deer_odds.pdf,63,DB1566,Fillmore - Muzzleloader Page 62,Totals 365 0 263 263 1 in 1.4 Totals 31 0 31 31 1 in 1.0,365;0;263;263;1;1;4;31;0;31;31;1;1;0,263,31,294,res_nr_split
24_deer_odds.pdf,64,DB1568,Kamas - Muzzleloader Page 63,Totals 138 0 135 135 1 in 1.0 Totals 3 0 3 3 1 in 1.0,138;0;135;135;1;1;0;3;0;3;3;1;1;0,135,3,138,res_nr_split
24_deer_odds.pdf,65,DB1569,"La Sal, La Sal Mtns - Muzzleloader Page 64",Totals 339 0 187 187 1 in 1.8 Totals 43 0 23 23 1 in 1.9,339;0;187;187;1;1;8;43;0;23;23;1;1;9,187,43,230,res_nr_split
24_deer_odds.pdf,66,DB1570,Monroe - Muzzleloader Page 65,Totals 327 0 85 85 1 in 3.8 Totals 24 0 13 13 1 in 1.8,327;0;85;85;1;3;8;24;0;13;13;1;1;8,85,24,109,res_nr_split
24_deer_odds.pdf,67,DB1571,Mt Dutton - Muzzleloader Page 66,Totals 104 0 46 46 1 in 2.3 Totals 17 0 6 6 1 in 2.8,104;0;46;46;1;2;3;17;0;6;6;1;2;8,46,17,63,res_nr_split
24_deer_odds.pdf,68,DB1572,Nine Mile - Muzzleloader Page 67,Totals 139 0 131 131 1 in 1.1 Totals 6 0 6 6 1 in 1.0,139;0;131;131;1;1;1;6;0;6;6;1;1;0,131,6,137,res_nr_split
24_deer_odds.pdf,69,DB1573,North Slope - Muzzleloader Page 68,Totals 413 0 346 346 1 in 1.2 Totals 17 0 17 17 1 in 1.0,413;0;346;346;1;1;2;17;0;17;17;1;1;0,346,17,363,res_nr_split
24_deer_odds.pdf,70,DB1574,Ogden - Muzzleloader Page 69,Totals 226 0 218 218 1 in 1.0 Totals 3 0 3 3 1 in 1.0,226;0;218;218;1;1;0;3;0;3;3;1;1;0,218,3,221,res_nr_split
24_deer_odds.pdf,71,DB1575,Oquirrh-stansbury - Muzzleloader Page 70,Totals 430 0 345 345 1 in 1.2 Totals 20 0 19 19 1 in 1.1,430;0;345;345;1;1;2;20;0;19;19;1;1;1,345,20,365,res_nr_split
24_deer_odds.pdf,72,DB1576,Panguitch Lake - Muzzleloader Page 71,Totals 495 0 236 236 1 in 2.1 Totals 92 0 27 27 1 in 3.4,495;0;236;236;1;2;1;92;0;27;27;1;3;4,236,92,328,res_nr_split
24_deer_odds.pdf,73,DB1577,Pine Valley - Muzzleloader Page 72,Totals 622 0 424 424 1 in 1.5 Totals 117 0 46 46 1 in 2.5,622;0;424;424;1;1;5;117;0;46;46;1;2;5,424,117,541,res_nr_split
24_deer_odds.pdf,74,DB1578,Boulder/kaiparowits - Muzzleloader Page 73,Totals 481 0 225 225 1 in 2.1 Totals 49 0 30 30 1 in 1.6,481;0;225;225;1;2;1;49;0;30;30;1;1;6,225,49,274,res_nr_split
24_deer_odds.pdf,75,DB1579,Fishlake - Muzzleloader Page 74,Totals 367 0 123 123 1 in 3.0 Totals 33 0 16 16 1 in 2.1,367;0;123;123;1;3;0;33;0;16;16;1;2;1,123,33,156,res_nr_split
24_deer_odds.pdf,76,DB1580,Thousand Lakes - Muzzleloader Page 75,Totals 50 0 35 35 1 in 1.4 Totals 6 0 5 5 1 in 1.2,50;0;35;35;1;1;4;6;0;5;5;1;1;2,35,6,41,res_nr_split
24_deer_odds.pdf,77,DB1581,"San Juan, Abajo Mtns - Muzzleloader Page 76",Totals 448 0 317 317 1 in 1.4 Totals 126 0 37 37 1 in 3.4,448;0;317;317;1;1;4;126;0;37;37;1;3;4,317,126,443,res_nr_split
24_deer_odds.pdf,78,DB1582,Vernal/bonanza - Muzzleloader Page 77,Totals 355 0 109 109 1 in 3.3 Totals 12 0 12 12 1 in 1.0,355;0;109;109;1;3;3;12;0;12;12;1;1;0,109,12,121,res_nr_split
24_deer_odds.pdf,79,DB1583,Yellowstone - Muzzleloader Page 78,Totals 371 0 127 127 1 in 2.9 Totals 17 0 17 17 1 in 1.0,371;0;127;127;1;2;9;17;0;17;17;1;1;0,127,17,144,res_nr_split
24_deer_odds.pdf,80,DB1584,Southwest Desert - Muzzleloader Page 79,Totals 143 0 61 61 1 in 2.3 Totals 34 0 8 8 1 in 4.3,143;0;61;61;1;2;3;34;0;8;8;1;4;3,61,34,95,res_nr_split
24_deer_odds.pdf,81,DB1585,"Wasatch Mtns, East - Muzzleloader Page 80",Totals 1250 0 697 697 1 in 1.8 Totals 43 0 36 36 1 in 1.2,1250;0;697;697;1;1;8;43;0;36;36;1;1;2,697,43,740,res_nr_split
24_deer_odds.pdf,82,DB1586,"Wasatch Mtns, West - Muzzleloader Page 81",Totals 557 0 544 544 1 in 1.0 Totals 16 0 16 16 1 in 1.0,557;0;544;544;1;1;0;16;0;16;16;1;1;0,544,16,560,res_nr_split
24_deer_odds.pdf,83,DB1587,"West Desert, Tintic - Muzzleloader Page 82",Totals 131 0 119 119 1 in 1.1 Totals 2 0 2 2 1 in 1.0,131;0;119;119;1;1;1;2;0;2;2;1;1;0,119,2,121,res_nr_split
24_deer_odds.pdf,84,DB1588,"West Desert, West - Muzzleloader Page 83",Totals 73 0 61 61 1 in 1.2 Totals 8 0 7 7 1 in 1.1,73;0;61;61;1;1;2;8;0;7;7;1;1;1,61,8,69,res_nr_split
24_deer_odds.pdf,85,DB1589,Zion - Muzzleloader Page 84,Totals 403 0 391 391 1 in 1.0 Totals 84 0 53 53 1 in 1.6,403;0;391;391;1;1;0;84;0;53;53;1;1;6,391,84,475,res_nr_split
24_deer_odds.pdf,86,DB1591,Fillmore - Any Legal Weapon Page 85,Totals 957 0 249 249 1 in 3.8 Totals 86 0 32 32 1 in 2.7,957;0;249;249;1;3;8;86;0;32;32;1;2;7,249,86,335,res_nr_split
24_deer_odds.pdf,87,DB1592,Kamas - Any Legal Weapon Page 86,Totals 477 0 152 152 1 in 3.1 Totals 27 0 19 19 1 in 1.4,477;0;152;152;1;3;1;27;0;19;19;1;1;4,152,27,179,res_nr_split
24_deer_odds.pdf,88,DB1593,Nine Mile - Any Legal Weapon Page 87,Totals 311 0 151 151 1 in 2.1 Totals 31 0 21 21 1 in 1.5,311;0;151;151;1;2;1;31;0;21;21;1;1;5,151,31,182,res_nr_split
24_deer_odds.pdf,89,DB1594,Panguitch Lake - Any Legal Weapon Page 88,Totals 978 0 235 235 1 in 4.2 Totals 240 0 27 27 1 in 8.9,978;0;235;235;1;4;2;240;0;27;27;1;8;9,235,240,475,res_nr_split
24_deer_odds.pdf,90,DB1595,Pine Valley - Any Legal Weapon Page 89,Totals 1528 0 380 380 1 in 4.0 Totals 361 0 43 43 1 in 8.4,1528;0;380;380;1;4;0;361;0;43;43;1;8;4,380,361,741,res_nr_split
24_deer_odds.pdf,91,DB1596,Fishlake - Any Legal Weapon Page 90,Totals 777 0 124 124 1 in 6.3 Totals 56 0 15 15 1 in 3.7,777;0;124;124;1;6;3;56;0;15;15;1;3;7,124,56,180,res_nr_split
24_deer_odds.pdf,92,DB1597,Zion - Any Legal Weapon Page 91,Totals 843 0 388 388 1 in 2.2 Totals 119 0 44 44 1 in 2.7,843;0;388;388;1;2;2;119;0;44;44;1;2;7,388,119,507,res_nr_split
24_deer_odds.pdf,93,DB1598,North Slope - Any Legal Weapon Page 92,Totals 688 0 284 284 1 in 2.4 Totals 41 0 38 38 1 in 1.1,688;0;284;284;1;2;4;41;0;38;38;1;1;1,284,41,325,res_nr_split
24_deer_odds.pdf,94,DB1599,Chalk Creek - Any Legal Weapon Page 93,Totals 600 0 573 573 1 in 1.0 Totals 7 0 7 7 1 in 1.0,600;0;573;573;1;1;0;7;0;7;7;1;1;0,573,7,580,res_nr_split
24_deer_odds.pdf,95,DB1600,Chalk Creek - Archery Page 94,Totals 266 0 261 261 1 in 1.0 Totals 13 0 13 13 1 in 1.0,266;0;261;261;1;1;0;13;0;13;13;1;1;0,261,13,274,res_nr_split
24_deer_odds.pdf,96,DB1601,Chalk Creek - Any Legal Weapon Page 95,Totals 274 0 266 266 1 in 1.0 Totals 10 0 10 10 1 in 1.0,274;0;266;266;1;1;0;10;0;10;10;1;1;0,266,10,276,res_nr_split
24_deer_odds.pdf,97,DB1602,Chalk Creek - Muzzleloader Page 96,Totals 154 0 152 152 1 in 1.0 Totals 1 0 1 1 1 in 1.0,154;0;152;152;1;1;0;1;0;1;1;1;1;0,152,1,153,res_nr_split
24_deer_odds.pdf,98,DB1603,East Canyon - Any Legal Weapon Page 97,Totals 868 0 467 467 1 in 1.9 Totals 15 0 14 14 1 in 1.1,868;0;467;467;1;1;9;15;0;14;14;1;1;1,467,15,482,res_nr_split
24_deer_odds.pdf,99,DB1604,East Canyon - Archery Page 98,Totals 517 0 284 284 1 in 1.8 Totals 6 0 6 6 1 in 1.0,517;0;284;284;1;1;8;6;0;6;6;1;1;0,284,6,290,res_nr_split
24_deer_odds.pdf,100,DB1605,East Canyon - Any Legal Weapon Page 99,Totals 423 0 236 236 1 in 1.8 Totals 10 0 8 8 1 in 1.3,423;0;236;236;1;1;8;10;0;8;8;1;1;3,236,10,246,res_nr_split
24_deer_odds.pdf,101,DB1606,East Canyon - Muzzleloader Page 100,Totals 92 0 89 89 1 in 1.0 Totals 4 0 4 4 1 in 1.0,92;0;89;89;1;1;0;4;0;4;4;1;1;0,89,4,93,res_nr_split
24_deer_odds.pdf,102,DB1607,Morgan-south Rich - Any Legal Weapon Page 101,Totals 532 0 392 392 1 in 1.4 Totals 15 0 15 15 1 in 1.0,532;0;392;392;1;1;4;15;0;15;15;1;1;0,392,15,407,res_nr_split
24_deer_odds.pdf,103,DB1608,Morgan-south Rich - Archery Page 102,Totals 165 0 163 163 1 in 1.0 Totals 3 0 3 3 1 in 1.0,165;0;163;163;1;1;0;3;0;3;3;1;1;0,163,3,166,res_nr_split
24_deer_odds.pdf,104,DB1609,Morgan-south Rich - Any Legal Weapon Page 103,Totals 225 0 207 207 1 in 1.1 Totals 3 0 3 3 1 in 1.0,225;0;207;207;1;1;1;3;0;3;3;1;1;0,207,3,210,res_nr_split
24_deer_odds.pdf,105,DB1610,Morgan-south Rich - Muzzleloader Page 104,Totals 92 0 90 90 1 in 1.0 Totals 1 0 1 1 1 in 1.0,92;0;90;90;1;1;0;1;0;1;1;1;1;0,90,1,91,res_nr_split
24_dh_odds.pdf,2,DB1769,Beaver - Any Legal Weapon,Totals 274 0 110 110 1 in 2.5 Totals 10 0 10 10 1 in 1.0,274;0;110;110;1;2;5;10;0;10;10;1;1;0,110,10,120,res_nr_split
24_dh_odds.pdf,3,DB1770,Box Elder - Any Legal Weapon,Totals 31 0 31 31 1 in 1.0 Totals 1 0 1 1 1 in 1.0,31;0;31;31;1;1;0;1;0;1;1;1;1;0,31,1,32,res_nr_split
24_dh_odds.pdf,4,DB1771,Cache - Any Legal Weapon,Totals 253 0 184 184 1 in 1.4 Totals 4 0 3 3 1 in 1.3,253;0;184;184;1;1;4;4;0;3;3;1;1;3,184,4,188,res_nr_split
24_dh_odds.pdf,5,DB1772,Manti/san Rafael - Any Legal Weapon,Totals 860 0 298 298 1 in 2.9 Totals 6 0 6 6 1 in 1.0,860;0;298;298;1;2;9;6;0;6;6;1;1;0,298,6,304,res_nr_split
24_dh_odds.pdf,6,DB1773,Nebo - Any Legal Weapon,Totals 170 0 166 166 1 in 1.0 Totals 0 0 0 0 N/A,170;0;166;166;1;1;0;0;0;0;0,166,0,166,res_nr_split
24_dh_odds.pdf,7,DB1775,Fillmore - Any Legal Weapon,Totals 398 0 113 113 1 in 3.5 Totals 4 0 4 4 1 in 1.0,398;0;113;113;1;3;5;4;0;4;4;1;1;0,113,4,117,res_nr_split
24_dh_odds.pdf,8,DB1777,Kamas - Any Legal Weapon,Totals 30 0 30 30 1 in 1.0 Totals 2 0 2 2 1 in 1.0,30;0;30;30;1;1;0;2;0;2;2;1;1;0,30,2,32,res_nr_split
