record_kind,source_dataset,reported_draw_year,model_target_year,source_record_id,candidate_promotion_status,candidate_promotion_reason,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,database_hunt_code_status,database_boundary_id,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,hunt_name,raw_hunt_name,species,sex_type,hunt_type,hunt_class,weapon,season,year,draw_pool,draw_method,residency,points,eligible_applicants,bonus_permits,preference_permits,regular_permits,total_permits,total_drawn,success_ratio,p_draw_percent,source_file,source_path,source_file_path,source_sha256,page_number,source_pdf_page,pdf_page_number,source_report_page,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_public_permits,total_public_draw_permits,total_quota,source_family,source_classification,source_class,validation_status,normalization_status,database_permits_2025_draw_total,database_permits_2025_total,draw_type,status,reference_match_status,metadata_status,missing_required_metadata,hunt_name_source,boundary_id_source,species_source,sex_type_source,hunt_type_source,weapon_source,hunt_class_source,season_source,database_2026_match,hunt_master_enriched_match,required_metadata_complete,database_truth_match
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:11,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1000,5001,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1000,5001,PRESENT_IN_CURRENT_DATABASE,5001,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,Black Bear - Statewide Permit,Black Bear - Statewide Permit,Black Bear,Either Sex,Statewide,Public,Any Legal Weapon,,2026,standard,,Nonresident,0,,,,,,,,,SPORTSMAN_PERMIT_NO_DRAW_ODDS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPORTSMAN_NO_PUBLISHED_DRAW_DATA,DATABASE_2026_TRUTH_V3,INCOMPLETE,season,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_BLANK_V3,TRUE,True,FALSE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:12,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1000,5001,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1000,5001,PRESENT_IN_CURRENT_DATABASE,5001,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,Black Bear - Statewide Permit,Black Bear - Statewide Permit,Black Bear,Either Sex,Statewide,Public,Any Legal Weapon,,2026,standard,,Resident,0,,,,,,,,,SPORTSMAN_PERMIT_NO_DRAW_ODDS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPORTSMAN_NO_PUBLISHED_DRAW_DATA,DATABASE_2026_TRUTH_V3,INCOMPLETE,season,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_BLANK_V3,TRUE,True,FALSE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:13,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1001,5002,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1001,5002,PRESENT_IN_CURRENT_DATABASE,5002,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,Black Bear Harvest Objective Units,Black Bear Harvest Objective Units,Black Bear,Either Sex,Harvest Objective,Public,Any Legal Weapon,,2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,INCOMPLETE,season,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_BLANK_V3,TRUE,True,FALSE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:14,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1001,5002,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1001,5002,PRESENT_IN_CURRENT_DATABASE,5002,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,Black Bear Harvest Objective Units,Black Bear Harvest Objective Units,Black Bear,Either Sex,Harvest Objective,Public,Any Legal Weapon,,2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,INCOMPLETE,season,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_BLANK_V3,TRUE,True,FALSE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:15,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1007,5003,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1007,5003,PRESENT_IN_CURRENT_DATABASE,5003,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,Black Bear Pursuit - Resident,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit,Public,Pursuit Only,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:16,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1007,5003,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1007,5003,PRESENT_IN_CURRENT_DATABASE,5003,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,Black Bear Pursuit - Resident,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit,Public,Pursuit Only,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:17,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1018,5013,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1018,5013,PRESENT_IN_CURRENT_DATABASE,5013,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,Black Bear Pursuit - Nonresident,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit,Public,Pursuit Only,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:18,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR1018,5013,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR1018,5013,PRESENT_IN_CURRENT_DATABASE,5013,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,Black Bear Pursuit - Nonresident,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit,Public,Pursuit Only,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:19,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR7021,108,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR7021,108,PRESENT_IN_CURRENT_DATABASE,108,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,Dolores Triangle,Dolores Triangle,Black Bear,Either Sex,Limited Entry - Spring,Public,Any Legal Weapon,"March 28 - May 25, 2026",2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:20,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR7021,108,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR7021,108,PRESENT_IN_CURRENT_DATABASE,108,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,Dolores Triangle,Dolores Triangle,Black Bear,Either Sex,Limited Entry - Spring,Public,Any Legal Weapon,"March 28 - May 25, 2026",2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:21,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR7022,617,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR7022,617,PRESENT_IN_CURRENT_DATABASE,617,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,La Sal Mtns,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Spring,Public,Any Legal Weapon,"March 28 - May 25, 2026",2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:22,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BR7022,617,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BR7022,617,PRESENT_IN_CURRENT_DATABASE,617,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,La Sal Mtns,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Spring,Public,Any Legal Weapon,"March 28 - May 25, 2026",2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
