record_kind,source_dataset,reported_draw_year,model_target_year,source_record_id,candidate_promotion_status,candidate_promotion_reason,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,database_hunt_code_status,database_boundary_id,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,hunt_name,raw_hunt_name,species,sex_type,hunt_type,hunt_class,weapon,season,year,draw_pool,draw_method,residency,points,eligible_applicants,bonus_permits,preference_permits,regular_permits,total_permits,total_drawn,success_ratio,p_draw_percent,source_file,source_path,source_file_path,source_sha256,page_number,source_pdf_page,pdf_page_number,source_report_page,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_public_permits,total_public_draw_permits,total_quota,source_family,source_classification,source_class,validation_status,normalization_status,database_permits_2025_draw_total,database_permits_2025_total,draw_type,status,reference_match_status,metadata_status,missing_required_metadata,hunt_name_source,boundary_id_source,species_source,sex_type_source,hunt_type_source,weapon_source,hunt_class_source,season_source,database_2026_match,hunt_master_enriched_match,required_metadata_complete,database_truth_match
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:1,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI1000,5000,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI1000,5000,PRESENT_IN_CURRENT_DATABASE,5000,Bison - Statewide Permit,Bison,Hunters Choice,Any Legal Weapon,Statewide,Bison - Statewide Permit,Bison - Statewide Permit,Bison,Hunters Choice,Statewide,Public,Any Legal Weapon,"Aug 1, 2026 - Jan 31, 2027",2026,standard,,Nonresident,0,,,,,,,,,SPORTSMAN_PERMIT_NO_DRAW_ODDS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPORTSMAN_NO_PUBLISHED_DRAW_DATA,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:2,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI1000,5000,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI1000,5000,PRESENT_IN_CURRENT_DATABASE,5000,Bison - Statewide Permit,Bison,Hunters Choice,Any Legal Weapon,Statewide,Bison - Statewide Permit,Bison - Statewide Permit,Bison,Hunters Choice,Statewide,Public,Any Legal Weapon,"Aug 1, 2026 - Jan 31, 2027",2026,standard,,Resident,0,,,,,,,,,SPORTSMAN_PERMIT_NO_DRAW_ODDS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPORTSMAN_NO_PUBLISHED_DRAW_DATA,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:3,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6527,615,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6527,615,PRESENT_IN_CURRENT_DATABASE,615,Nine Mile,Bison,Hunters Choice,Any Legal Weapon,General Season,Nine Mile,Nine Mile,Bison,Hunters Choice,General Season,Public,Any Legal Weapon,"Aug 1, 2025 - Jan 31, 2026",2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:4,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6527,615,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6527,615,PRESENT_IN_CURRENT_DATABASE,615,Nine Mile,Bison,Hunters Choice,Any Legal Weapon,General Season,Nine Mile,Nine Mile,Bison,Hunters Choice,General Season,Public,Any Legal Weapon,"Aug 1, 2025 - Jan 31, 2026",2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:5,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6537,889,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6537,889,PRESENT_IN_CURRENT_DATABASE,889,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,"Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South",Bison,Hunters Choice,Once-in-a-lifetime,Public,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,10,10,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:6,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6537,889,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6537,889,PRESENT_IN_CURRENT_DATABASE,889,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,"Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South",Bison,Hunters Choice,Once-in-a-lifetime,Public,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,10,10,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:7,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6538,615,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6538,615,PRESENT_IN_CURRENT_DATABASE,615,"Nine Mile, Private Lands Only",Bison,Hunters Choice,Any Legal Weapon,General Season,"Nine Mile, Private Lands Only","Nine Mile, Private Lands Only",Bison,Hunters Choice,General Season,Public,Any Legal Weapon,"Aug 1, 2025 - Jan 31, 2026",2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:8,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6538,615,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6538,615,PRESENT_IN_CURRENT_DATABASE,615,"Nine Mile, Private Lands Only",Bison,Hunters Choice,Any Legal Weapon,General Season,"Nine Mile, Private Lands Only","Nine Mile, Private Lands Only",Bison,Hunters Choice,General Season,Public,Any Legal Weapon,"Aug 1, 2025 - Jan 31, 2026",2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:9,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6539,94,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6539,94,PRESENT_IN_CURRENT_DATABASE,94,Henry Mtns,Bison,Female Only,Any Legal Weapon,Once-in-a-lifetime,Henry Mtns,Henry Mtns,Bison,Cow Only,Once-in-a-lifetime,Public,Any Legal Weapon,"Jan 6 - 17, 2027",2026,standard,,Nonresident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
POINT_ROW,draw_results_long_year_2026,2026,2027,draw_results_long_year_2026:10,CANDIDATE_REVIEW_ONLY,Preserved global draw point row for year-specific comparison.,BI6539,94,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,BI6539,94,PRESENT_IN_CURRENT_DATABASE,94,Henry Mtns,Bison,Female Only,Any Legal Weapon,Once-in-a-lifetime,Henry Mtns,Henry Mtns,Bison,Cow Only,Once-in-a-lifetime,Public,Any Legal Weapon,"Jan 6 - 17, 2027",2026,standard,,Resident,0,,,,,,,,,DATABASE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DRAW_ODDS_SOURCE,DATABASE_2026_TRUTH_V3,COMPLETE,,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,DATABASE_2026_TRUTH_V3,HUNT_MASTER_ENRICHED_ACCESS_TYPE,DATABASE_2026_TRUTH_V3,TRUE,True,TRUE,YES
