source_file,pdf_page_number,printed_page,line_number_on_pdf_page,line_text
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,1,2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,2,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,3,snoitalugeR
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,4,dleiF
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,5,emaG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,6,giB
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,7,hatU
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,9,CONTACT US CONTENTS
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,10,Turn in a poacher 7 2023 season dates
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,11,Phone: 800-662-3337 8 License fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,12,Text: 847411 9 Permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,13,Online: wildlife.utah.gov/utip
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,14,10 Discounted licenses for
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,15,disabled veterans
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,16,Division offices
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,17,11 Basic requirements
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,18,"Offices are open 8 a.m.-5 p.m.,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,19,Monday through Friday. 11 Utah's Trial Hunting Program
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,20,12 Keep your license on your phone
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,21,Salt Lake City
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,22,14 Apply for an antlerless permit
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,23,1594 W North Temple
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,24,15 When permits go on sale
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,25,Box 146301
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,26,"Salt Lake City, UT 84114-6301 16 Multiple elk permits"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,27,801-538-4700 17 Definition of youth
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,28,19 Opportunities for young hunters
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,29,Central Region
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,30,20 Chronic wasting disease
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,31,1115 N Main Street
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,32,"Springville, UT 84663 21 Changes to trail camera rules"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,33,801-491-5678 22 Big game hunts
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,34,23 Mandatory reporting
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,35,Northeastern Region
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,36,30 Avoid harvesting collared wildlife
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,37,318 N Vernal Avenue
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,38,"Vernal, UT 84078 33 Once-in-a-lifetime hunts"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,39,435-781-9453 34 Mandatory reporting of your
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,40,antlerless harvest
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,41,Northern Region
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,42,37 Antlerless hunts
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,43,515 E 5300 S
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,44,39 Hunter Mentoring program
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,45,"Ogden, UT 84405"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,46,"801-476-2740 41 Permit surrenders, refunds and"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,47,exchanges
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,48,Southeastern Region
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,49,43 Hunting on CWMUs
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,50,"319 N Carbonville Road, Ste A"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,51,45 Field regulations
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,52,"Price, UT 84501"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,53,435-613-3700 46 Are you allowed to possess a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,54,weapon?
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,55,Southern Region 47 Hunters with disabilities
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,56,1470 N Airport Road
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,57,52 Trespassing
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,58,"Cedar City, UT 84721"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,59,52 Prohibited hunting methods
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,60,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,61,52 Baiting
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,62,Washington County Field Office 55 Tagging requirements
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,63,451 N SR-318
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,64,57 Possession and use of big game
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,65,"Hurricane, UT 84737"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,66,60 Hunt maps
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,67,435-879-8694
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,68,68 Definitions
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,1,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,2,3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,3,Utah
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,4,Big
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,5,Game
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,6,Field
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,7,Regulations
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,8,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,9,WHAT'S NEW? KNOW THE LAWS
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,10,This guidebook-along with the 2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,11,Changes to trail camera regulations: The
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,12,Utah Legislature made changes to the state's trail Utah Big Game Application Guidebook-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,13,"camera rules, effective May 3, 2023. Trail cameras summarizes the rules and laws that regulate"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,14,are prohibited on public land from July 31 to big game hunting in Utah. Although these
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,15,"Dec. 31, with some exceptions for research and books are convenient quick-reference docu-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,16,"monitoring by land management agencies. The ments for Utah big game regulations, they"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,17,sale or purchase of trail camera footage in the are not all-encompassing resources.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,18,"take-or attempted take-of big game, cougar For an in-depth look at the state's big"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,19,"or bear is still prohibited. The new law allows game hunting laws and rules, visit wildlife."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,20,the use of trail cameras that utilize internal data utah.gov/rules.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,21,storage to be used on private property. See the You can use the references in the guide-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,22,information box on page 21 or visit wildlife. book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,23,utah.gov/trailcams for details. and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,24,Division's website for the detailed statute or
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,25,"Night-vision devices: Additionally, between"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,26,rule that underpins the guidebook summary.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,27,"July 31 and Jan. 31, you may not use any type"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,28,If you have questions about a particular
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,29,of night-vision device to locate-or attempt to
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,30,"rule, call or visit the nearest Division office."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,31,observe or locate-any protected wildlife. For
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,32,"details, see the information box on page 21 or Who makes the rules?"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,33,visit wildlife.utah.gov/trailcams.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,34,The Utah Wildlife Board passes the rules
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,35,and laws summarized in this guidebook.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,36,Changes to elk general-season any legal
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,37,"There are seven board members, and"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,38,weapon hunts: The board approved several
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,39,changes to elk hunting to respond to demand for each serves a six-year term. Appointed by
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,40,"general-season elk hunting opportunities. The the governor, board members are not Divi-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,41,general-season elk any legal weapon any sion employees.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,42,bull hunt is now divided into two separate The Division's director serves as the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,43,seven-day hunts: board's executive secretary but does not
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,44,Early general-season any legal weapon: have a vote on wildlife policies.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,45,"Oct. 7-13, 2023 (capped at 15,000 general- Before board members make changes to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,46,"season permits) wildlife rules, they listen to recommenda-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,47,Late general-season any legal weapon: Oct. tions from Division biologists. They also
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,48,"14-20, 2023 (no cap on permits issued) receive input from the public and various"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,49,See page 28 for more information. interest groups via the regional advisory
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,50,council (RAC) process.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,51,Weapons technology rules: Several If you have feedback or suggestions for
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,52,"regulation changes to Utah's allowable weapons board members, you can find their contact"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,53,technologies were approved by the Utah Wildlife information online at wildlife.utah.gov.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,54,"Board in May of this year, including prohibiting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,55,attached electronics (except for illuminated Wildlife Board members
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,56,"reticules) on most weapons. See Field regulations Wade Heaton Kevin Albrecht, Chair"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,57,"on pages 45-58 for details. Karl Hirst Randy Dearth, Vice Chair"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,58,"Gary Nielson J. Shirley, Division Director &"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,59,Bret Selman Executive Secretary
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,60,Bryce Thurgood
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,1,4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,2,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,3,snoitalugeR
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,4,dleiF
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,5,emaG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,6,giB
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,7,hatU
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,9,HAMSS hunts: The Utah Wildlife Board harvest online or over the phone. Failure to
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,10,approved the addition of straight-walled rifles comply will result in a $50 fine and/or exclusion
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,11,as an allowable weapon for handgun-archery- from next year's antlerless hunt drawing. See
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,12,muzzleloader-shotgun-straight walled rifle- page 34 for more information.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,13,only hunts. See page 24 for a description of
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,14,this new allowable weapon type. New youth hunting opportunity: The
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,15,board approved a new unlimited youth
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,16,"HAMSS technology rules: Additionally, general-season elk permit (any legal weapon,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,17,HAMSS hunts have other specific technologies muzzleloader and archery) that will be valid
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,18,"prohibited, including the use of electronic during all general-season dates on both any bull"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,19,communication to receive real-time informa- and spike units. Those permits will be available
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,20,"tion on hunter or game animal location. See for purchase starting July 11, 2023. For more"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,21,"additional HAMSS hunt rules on pages 24 information about youth hunter opportunities,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,22,and 31. see pages 18-19.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,23,Multi-season options: The board also Apply for bonus or preference points:
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,24,eliminated multi-season permits for the If you missed applying for big game bonus or
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,25,any bull elk hunt. Spike bull elk permits will preference points during the big game permit
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,26,"continue to have a multi-season option with a application period that closed on April 27, you"
