source_file,source_sha256,pdf_page,printed_page,line_number,text
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,1,1,1
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,2,2025-26
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,4,UTAH
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,5,UPLAND
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,6,GAME
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,7,AND
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,8,TURKEY
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,9,GUIDEBOOK
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,10,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,11,2025-26
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,1,,12,GROUSE HARE PARTRIDGE PHEASANT PTARMIGAN QUAIL RABBIT TURKEY
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,2,1,2
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,62,2,62-5202
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,4,KOOBEDIUG
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,5,YEKRUT
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,6,DNA
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,7,EMAG
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,8,DNALPU
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,9,HATU
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,10,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,11,CONTACT US CONTENTS
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,12,Turn in a poacher 7 Key dates and fees
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,13,Phone: 800-662-3337 9 Basic requirements
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,14,Text: 847411
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,9,15,9 Hunter education
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,16,Online: wildlife.utah.gov/utip
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,10,17,10 Avian diseases in Utah
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,18,Division offices 11 License requirements
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,19,"Offices are open 8 a.m.-5 p.m.,"
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,11,20,11 Trial Hunting Program
pipeline/RAW/hunt_unit_database/2026/pdf/regulations/2026 Turkey.pdf,c2d54eff8304c6b93d549cc59cba17a5df2cb0fcc22cb723d3befc088beab149,2,,21,Monday through Friday.
