reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1590,Deer,4/5/6,Chalk Creek/East Canyon/Morgan-South Rich,281|1268|913|2.8|30.8,"[281, 1268, 913, 2.8, 30.8]",4/5/6 DB1590 Chalk Creek/East Canyon/Morgan-South Rich 281 1268 913 2.8 30.8,281.0,1268,913.0,2.8,30.8,281.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1591,Deer,21,Fillmore,70|181|152|3.2|46.0,"[70, 181, 152, 3.2, 46.0]",21 DB1591 Fillmore 70 181 152 3.2 46.0,70.0,181,152.0,3.2,46.0,70.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1592,Deer,7,Kamas,85|452|352|3.2|24.2,"[85, 452, 352, 3.2, 24.2]",7 DB1592 Kamas 85 452 352 3.2 24.2,85.0,452,352.0,3.2,24.2,85.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1593,Deer,11,Nine Mile,57|218|193|3.2|29.5,"[57, 218, 193, 3.2, 29.5]",11 DB1593 Nine Mile 57 218 193 3.2 29.5,57.0,218,193.0,3.2,29.5,57.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1594,Deer,28,Panguitch Lake,58|167|138|3.1|41.9,"[58, 167, 138, 3.1, 41.9]",28 DB1594 Panguitch Lake 58 167 138 3.1 41.9,58.0,167,138.0,3.1,41.9,58.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1595,Deer,30,Pine Valley,162|585|482|3.5|33.6,"[162, 585, 482, 3.5, 33.6]",30 DB1595 Pine Valley 162 585 482 3.5 33.6,162.0,585,482.0,3.5,33.6,162.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1596,Deer,25A,"Plateau, Fishlake",32|118|93|3.4|34.2,"[32, 118, 93, 3.4, 34.2]","25A DB1596 Plateau, Fishlake 32 118 93 3.4 34.2",32.0,118,93.0,3.4,34.2,32.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1597,Deer,29,Zion,162|456|380|3.5|42.5,"[162, 456, 380, 3.5, 42.5]",29 DB1597 Zion 162 456 380 3.5 42.5,162.0,456,380.0,3.5,42.5,162.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1598,Deer,8,North Slope,54|349|254|3.5|21.2,"[54, 349, 254, 3.5, 21.2]",8 DB1598 North Slope 54 349 254 3.5 21.2,54.0,349,254.0,3.5,21.2,54.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1590,Deer,4/5/6,Chalk Creek/East Canyon/Morgan-South Rich,96|270|220|1.0|43.5,"[96, 270, 220, 1.0, 43.5]",4/5/6 DB1590 Chalk Creek/East Canyon/Morgan-South Rich 96 270 220 1.0 43.5,96.0,270,220.0,1.0,43.5,96.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1591,Deer,21,Fillmore,23|43|37|2.2|63.2,"[23, 43, 37, 2.2, 63.2]",21 DB1591 Fillmore 23 43 37 2.2 63.2,23.0,43,37.0,2.2,63.2,23.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1592,Deer,7,Kamas,17|81|68|2.0|25.0,"[17, 81, 68, 2.0, 25.0]",7 DB1592 Kamas 17 81 68 2.0 25.0,17.0,81,68.0,2.0,25.0,17.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1593,Deer,11,Nine Mile,29|65|55|2.3|52.9,"[29, 65, 55, 2.3, 52.9]",11 DB1593 Nine Mile 29 65 55 2.3 52.9,29.0,65,55.0,2.3,52.9,29.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1594,Deer,28,Panguitch Lake,15|41|35|2.0|42.1,"[15, 41, 35, 2.0, 42.1]",28 DB1594 Panguitch Lake 15 41 35 2.0 42.1,15.0,41,35.0,2.0,42.1,15.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1595,Deer,30,Pine Valley,56|140|128|2.1|44.2,"[56, 140, 128, 2.1, 44.2]",30 DB1595 Pine Valley 56 140 128 2.1 44.2,56.0,140,128.0,2.1,44.2,56.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1596,Deer,25A,"Plateau, Fishlake",12|23|23|3.0|50.0,"[12, 23, 23, 3.0, 50.0]","25A DB1596 Plateau, Fishlake 12 23 23 3.0 50.0",12.0,23,23.0,3.0,50.0,12.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1597,Deer,29,Zion,69|112|99|2.0|70.3,"[69, 112, 99, 2.0, 70.3]",29 DB1597 Zion 69 112 99 2.0 70.3,69.0,112,99.0,2.0,70.3,69.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,17,"General-season early any legal weapon* deer harvest, Utah 2021.",DB1598,Deer,8,North Slope,37|96|83|2.0|44.4,"[37, 96, 83, 2.0, 44.4]",8 DB1598 North Slope 37 96 83 2.0 44.4,37.0,96,83.0,2.0,44.4,37.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1530,Deer,22,Beaver,216|676|579|4.6|37.3,"[216, 676, 579, 4.6, 37.3]",22 DB1530 Beaver 216 676 579 4.6 37.3,216.0,676,579.0,4.6,37.3,216.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1531,Deer,1,Box Elder,583|1689|1357|4.2|42.9,"[583, 1689, 1357, 4.2, 42.9]",1 DB1531 Box Elder 583 1689 1357 4.2 42.9,583.0,1689,1357.0,4.2,42.9,583.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1532,Deer,2,Cache,746|2121|1823|3.9|40.9,"[746, 2121, 1823, 3.9, 40.9]",2 DB1532 Cache 746 2121 1823 3.9 40.9,746.0,2121,1823.0,3.9,40.9,746.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1533,Deer,12/16B,"Central Mtns, Manti/San Rafael",1115|3053|2559|4.0|43.6,"[1115, 3053, 2559, 4.0, 43.6]","12/16B DB1533 Central Mtns, Manti/San Rafael 1115 3053 2559 4.0 43.6",1115.0,3053,2559.0,4.0,43.6,1115.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1534,Deer,16A,"Central Mtns, Nebo",520|1556|1341|4.2|38.8,"[520, 1556, 1341, 4.2, 38.8]","16A DB1534 Central Mtns, Nebo 520 1556 1341 4.2 38.8",520.0,1556,1341.0,4.2,38.8,520.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1535,Deer,4/5/6,Chalk Creek/East Canyon/Morgan-South Rich,808|2403|1895|3.6|42.7,"[808, 2403, 1895, 3.6, 42.7]",4/5/6 DB1535 Chalk Creek/East Canyon/Morgan-South Rich 808 2403 1895 3.6 42.7,808.0,2403,1895.0,3.6,42.7,808.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1536,Deer,21,Fillmore,182|405|368|4.6|49.4,"[182, 405, 368, 4.6, 49.4]",21 DB1536 Fillmore 182 405 368 4.6 49.4,182.0,405,368.0,4.6,49.4,182.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,18,"General-season any legal weapon* deer harvest, Utah 2021.",DB1538,Deer,7,Kamas,133|822|666|4.0|20.0,"[133, 822, 666, 4.0, 20.0]",7 DB1538 Kamas 133 822 666 4.0 20.0,133.0,822,666.0,4.0,20.0,133.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
