review_bucket,repo,scan_root,classification,domain,recommended_action,reason,relative_path,absolute_path,file_name,extension,size_bytes,size_mb,row_count,header_columns,has_hunt_code,has_current_hunt_code,has_historical_hunt_code,has_boundary_id,modified_utc
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_quality_features_by_hunt_code_2021_for_2022.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_quality_features_by_hunt_code_2021_for_2022.csv,harvest_quality_features_by_hunt_code_2021_for_2022.csv,csv,184092,0.176,974,hunt_code|reported_hunt_year|model_target_year|species|hunt_name|harvest_2021_sum|harvest_success_percent_2021_mean|harvest_average_days_2021_mean|harvest_hunters_afield_2021_sum|harvest_permits_2021_sum|source_row_count_2021|harvest_source_files_2021|harvest_quality_flags_2021,true,false,false,false,2026-05-26T14:19:28.483Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_all_long.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_all_long.csv,harvest_results_2021_for_2022_all_long.csv,csv,450975,0.430,1047,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.484Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_antlerless_deer.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_antlerless_deer.csv,harvest_results_2021_for_2022_antlerless_deer.csv,csv,12807,0.012,27,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.485Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_antlerless_elk.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_antlerless_elk.csv,harvest_results_2021_for_2022_antlerless_elk.csv,csv,84939,0.081,186,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.485Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_bison.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_bison.csv,harvest_results_2021_for_2022_bison.csv,csv,6386,0.006,13,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.486Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_black_bear.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_black_bear.csv,harvest_results_2021_for_2022_black_bear.csv,csv,58639,0.056,126,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.487Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_deer.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_deer.csv,harvest_results_2021_for_2022_deer.csv,csv,142779,0.136,344,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.489Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_desert_bighorn_sheep.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_desert_bighorn_sheep.csv,harvest_results_2021_for_2022_desert_bighorn_sheep.csv,csv,9638,0.009,21,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.489Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_elk.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_elk.csv,harvest_results_2021_for_2022_elk.csv,csv,71537,0.068,172,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.490Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_hunt_code_keyed.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_hunt_code_keyed.csv,harvest_results_2021_for_2022_hunt_code_keyed.csv,csv,170333,0.162,974,reported_hunt_year|model_target_year|hunt_code|species|hunt_name|source_row_count|harvest_total_sum_across_sources|permits_sum_across_sources|hunters_afield_sum_across_sources|source_files|source_pages|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.491Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_moose.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_moose.csv,harvest_results_2021_for_2022_moose.csv,csv,15337,0.015,38,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.491Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_mountain_goat.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_mountain_goat.csv,harvest_results_2021_for_2022_mountain_goat.csv,csv,8182,0.008,17,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.492Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_pronghorn.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_pronghorn.csv,harvest_results_2021_for_2022_pronghorn.csv,csv,36438,0.035,85,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.492Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_rocky_mountain_bighorn_sheep.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_rocky_mountain_bighorn_sheep.csv,harvest_results_2021_for_2022_rocky_mountain_bighorn_sheep.csv,csv,8863,0.008,18,reported_hunt_year|model_target_year|source_file|source_sha256|source_kind|source_page|source_section|hunt_code|species|unit_or_prefix|hunt_name|metric_tokens|metrics_json|raw_line|harvest_total|permits|hunters_afield|average_days|percent_success|harvest_male_or_buck_or_bull_or_ram|harvest_female_or_cow_or_doe|harvest_young|parse_confidence|parse_notes|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible|data_quality_flags,true,false,false,false,2026-05-26T14:19:28.493Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_summary.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_summary.csv,harvest_results_2021_for_2022_summary.csv,csv,599,0.001,11,source_file|species|rows|hunt_code_rows|unique_hunt_codes|harvest_total_sum,false,false,false,false,2026-05-26T14:19:28.493Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/utah_harvest_results_2021_for_2022.sqlite,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\utah_harvest_results_2021_for_2022.sqlite,utah_harvest_results_2021_for_2022.sqlite,sqlite,819200,0.781,,,false,false,false,false,2026-05-24T04:11:44.293Z
archive_only,HUNT-BUILDER,data_truth_local_fragments,obsolete_fragment,harvest,archive_only_after_rollup_review,raw package or bundle copy should not feed runtime directly,data_truth/harvest_results_truth/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_quality_features_by_hunt_code_2022_for_2023.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\harvest_results_truth\raw_packages\2022_for_2023_harvest_results_2022_for_2023_database\harvest_quality_features_by_hunt_code_2022_for_2023.csv,harvest_quality_features_by_hunt_code_2022_for_2023.csv,csv,108717,0.104,924,hunt_code|reported_hunt_year|model_target_year|species|hunt_name|source_families|records_count|permits_sum|hunters_afield_sum|harvest_sum|success_percent_mean|average_days_mean|hunter_satisfaction_mean|male_harvest_sum|female_harvest_sum|do_not_use_for_permit_quota|do_not_use_directly_for_p_draw|trend_feature_eligible,true,false,false,false,2026-05-24T04:11:44.295Z
