reported_hunt_year,model_target_year,hunt_code,species,hunt_name,hunt_type,permits,permit_overlay_class,permit_overlay_use,public_draw_odds_use,p_draw_math_use,source_file,source_container
2021,2022,BR7307,Black Bear,La Sal,,,CONSERVATION,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DA1011,Antlerless Deer,George Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DA1012,Antlerless Deer,* Junction Valley,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DA1013,Antlerless Deer,Mt Carmel,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1056,Deer,Book Cliffs (conservation),,,CONSERVATION,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1075,Deer,Book Cliffs (conservation),,,CONSERVATION,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1076,Deer,Book Cliffs (conservation),,,CONSERVATION,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1200,Deer,Alton,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1201,Deer,Alton (management buck),,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1202,Deer,Antelope Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1203,Deer,Avintaquin Canyon,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1204,Deer,Bally Watts,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1205,Deer,Bar J Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1206,Deer,Bear Mountain,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1207,Deer,Bear Springs,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1208,Deer,Black Hawk,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1209,Deer,Blind Spring,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1211,Deer,Blue Spring Hills,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1212,Deer,Bluebell,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1213,Deer,Boobe Hole,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1215,Deer,Buckhorn Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1216,Deer,Castle Valley Outdoors,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1217,Deer,Causey Spring,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1219,Deer,Chimney Rock,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1222,Deer,Coldwater Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1224,Deer,Cotton Thomas,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1227,Deer,Deer Haven,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1228,Deer,Deseret,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1229,Deer,Dilly Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1230,Deer,Double R Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1231,Deer,Dove Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1232,Deer,Durst Mountain,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1233,Deer,East Fork Chalk Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1234,Deer,East Zion,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1236,Deer,Engineer Springs,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1237,Deer,Ensign Ranches,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1238,Deer,Folley Ridge,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1240,Deer,George Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1241,Deer,Golden Spike,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1242,Deer,Grass Valley/Clark Canyon,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1243,Deer,Grazing Pasture,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1244,Deer,Green Canyon,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1245,Deer,Guildersleeve,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1246,Deer,Hardscrabble,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1248,Deer,Heaston East,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1249,Deer,Hiawatha,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1250,Deer,Indian Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1251,Deer,Indian Head,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1252,Deer,Ingham Peak,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1253,Deer,J. B. Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1255,Deer,Johnson Mountain Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1256,Deer,Junction Valley,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1258,Deer,Little Red Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1259,Deer,Lone Tree Tunnel Hollow,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1260,Deer,Middle Ridge,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1261,Deer,Minnie Maud Ridge,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1263,Deer,Moon Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1264,Deer,Mountain Meadow,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1265,Deer,Mountain Top,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1266,Deer,Mt Carmel,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1269,Deer,North Promontory,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1270,Deer,Nucor West,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1271,Deer,Oak Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1272,Deer,Old Woman Plateau,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1273,Deer,Park Valley Hereford,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1274,Deer,Patmos Ridge,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1275,Deer,Pine Canyon,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1277,Deer,Pocatello Valley,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1279,Deer,Preston Nutter Ranch,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1280,Deer,Promontory Point,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1281,Deer,Rattlesnake Pass,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1282,Deer,Redd Ranches,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1283,Deer,Roan Cliffs,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1285,Deer,Sand Creek,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1286,Deer,Pisgah Mountain,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1287,Deer,Scofield Canyons,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1288,Deer,Scofield West,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1289,Deer,Sharp Mountain,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1290,Deer,Skull Crack,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1291,Deer,Skull Valley South,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1292,Deer,Soldier Summit,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1293,Deer,South Canyon,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1294,Deer,Spring Creek Acres,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1295,Deer,Spring Creek/Dodge,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1298,Deer,Strawberry Ridge,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1299,Deer,Summit Point,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1300,Deer,Thatcher Mountain,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
2021,2022,DB1301,Deer,Three C,,,CWMU,TOTAL_PERMIT_RECONCILIATION_ONLY,NO,NO,harvest_results_2021_for_2022_hunt_code_keyed.csv,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip
