hunt_code,year,residency,points,point_creep_1yr,point_creep_3yr,forecast_applicants
BI6500,2026,Resident,30,-1.0,-3.0,3
BI6500,2026,Resident,29,-1.0,-3.0,8
BI6500,2026,Resident,28,-1.0,-3.0,14
BI6500,2026,Resident,27,-1.0,-3.0,20
BI6500,2026,Resident,26,-1.0,-3.0,24
BI6500,2026,Resident,25,-1.0,-3.0,29
BI6500,2026,Resident,24,-1.0,-3.0,38
BI6500,2026,Resident,23,-1.0,-3.0,39
BI6500,2026,Resident,22,-1.0,-3.0,37
BI6500,2026,Resident,21,-1.0,-3.0,38
BI6500,2026,Resident,20,-1.0,-3.0,34
BI6500,2026,Resident,19,-1.0,-3.0,41
BI6500,2026,Resident,18,-1.0,-3.0,43
BI6500,2026,Resident,17,-1.0,-3.0,37
BI6500,2026,Resident,16,-1.0,-3.0,47
BI6500,2026,Resident,15,-1.0,-3.0,54
BI6500,2026,Resident,14,-1.0,-3.0,59
BI6500,2026,Resident,13,-1.0,-3.0,78
BI6500,2026,Resident,12,-1.0,-3.0,75
BI6500,2026,Resident,11,-1.0,-3.0,83
BI6500,2026,Resident,10,-1.0,-3.0,103
BI6500,2026,Resident,9,-1.0,-3.0,137
BI6500,2026,Resident,8,-1.0,-3.0,156
BI6500,2026,Resident,7,-1.0,-3.0,171
BI6500,2026,Resident,6,-1.0,-3.0,182
BI6500,2026,Resident,5,-1.0,-3.0,226
BI6500,2026,Resident,4,-1.0,-3.0,254
BI6500,2026,Resident,3,-1.0,-3.0,273
BI6500,2026,Resident,2,-1.0,-3.0,319
BI6500,2026,Resident,1,-1.0,-3.0,137
BI6500,2026,Resident,0,-1.0,-3.0,489
BI6503,2026,Nonresident,29,-1.0,-3.0,3
BI6503,2026,Nonresident,28,-1.0,-3.0,5
BI6503,2026,Nonresident,27,-1.0,-3.0,12
BI6503,2026,Nonresident,26,-1.0,-3.0,11
BI6503,2026,Nonresident,25,-1.0,-3.0,12
BI6503,2026,Nonresident,24,-1.0,-3.0,14
BI6503,2026,Nonresident,23,-1.0,-3.0,24
BI6503,2026,Nonresident,22,-1.0,-3.0,19
BI6503,2026,Nonresident,21,-1.0,-3.0,16
BI6503,2026,Nonresident,20,-1.0,-3.0,24
BI6503,2026,Nonresident,19,-1.0,-3.0,26
BI6503,2026,Nonresident,18,-1.0,-3.0,31
BI6503,2026,Nonresident,17,-1.0,-3.0,221
BI6503,2026,Nonresident,16,-1.0,-3.0,242
BI6503,2026,Nonresident,15,-1.0,-3.0,151
BI6503,2026,Nonresident,14,-1.0,-3.0,137
BI6503,2026,Nonresident,13,-1.0,-3.0,133
BI6503,2026,Nonresident,12,-1.0,-3.0,131
BI6503,2026,Nonresident,11,-1.0,-3.0,143
BI6503,2026,Nonresident,10,-1.0,-3.0,158
BI6503,2026,Nonresident,9,-1.0,-3.0,183
BI6503,2026,Nonresident,8,-1.0,-3.0,216
BI6503,2026,Nonresident,7,-1.0,-3.0,243
BI6503,2026,Nonresident,6,-1.0,-3.0,244
BI6503,2026,Nonresident,5,-1.0,-3.0,221
BI6503,2026,Nonresident,4,-1.0,-3.0,212
BI6503,2026,Nonresident,3,-1.0,-3.0,234
BI6503,2026,Nonresident,2,-1.0,-3.0,279
BI6503,2026,Nonresident,1,-1.0,-3.0,120
BI6503,2026,Nonresident,0,-1.0,-3.0,332
BI6503,2026,Resident,28,2.0,6.0,25
BI6503,2026,Resident,27,3.0,9.0,38
BI6503,2026,Resident,26,4.0,12.0,50
BI6503,2026,Resident,25,5.0,15.0,64
BI6503,2026,Resident,24,6.0,18.0,62
BI6503,2026,Resident,23,7.0,21.0,61
BI6503,2026,Resident,22,8.0,24.0,54
BI6503,2026,Resident,21,9.0,27.0,57
BI6503,2026,Resident,20,10.0,30.0,69
BI6503,2026,Resident,19,11.0,33.0,78
BI6503,2026,Resident,18,12.0,36.0,95
BI6503,2026,Resident,17,13.0,39.0,109
BI6503,2026,Resident,16,14.0,42.0,111
BI6503,2026,Resident,15,15.0,45.0,105
BI6503,2026,Resident,14,16.0,48.0,100
BI6503,2026,Resident,13,17.0,51.0,116
BI6503,2026,Resident,12,18.0,54.0,132
BI6503,2026,Resident,11,19.0,57.0,153
BI6503,2026,Resident,10,20.0,60.0,182
BI6503,2026,Resident,9,21.0,63.0,234
BI6503,2026,Resident,8,22.0,66.0,251
BI6503,2026,Resident,7,23.0,69.0,271
BI6503,2026,Resident,6,24.0,72.0,305
BI6503,2026,Resident,5,25.0,75.0,324
BI6503,2026,Resident,4,26.0,78.0,331
BI6503,2026,Resident,3,27.0,81.0,368
BI6503,2026,Resident,2,28.0,84.0,426
BI6503,2026,Resident,1,29.0,87.0,180
BI6503,2026,Resident,0,30.0,90.0,602
BI6504,2026,Nonresident,28,2.0,6.0,4
BI6504,2026,Nonresident,27,3.0,9.0,2
BI6504,2026,Nonresident,26,4.0,12.0,4
BI6504,2026,Nonresident,25,5.0,15.0,4
BI6504,2026,Nonresident,24,6.0,18.0,5
BI6504,2026,Nonresident,23,7.0,21.0,6
BI6504,2026,Nonresident,22,8.0,24.0,3
BI6504,2026,Nonresident,21,9.0,27.0,4
BI6504,2026,Nonresident,20,10.0,30.0,6
BI6504,2026,Nonresident,19,11.0,33.0,7
BI6504,2026,Nonresident,18,12.0,36.0,10
BI6504,2026,Nonresident,17,13.0,39.0,66
BI6504,2026,Nonresident,16,14.0,42.0,77
BI6504,2026,Nonresident,15,15.0,45.0,57
BI6504,2026,Nonresident,14,16.0,48.0,69
BI6504,2026,Nonresident,13,17.0,51.0,68
BI6504,2026,Nonresident,12,18.0,54.0,57
BI6504,2026,Nonresident,11,19.0,57.0,62
BI6504,2026,Nonresident,10,20.0,60.0,70
BI6504,2026,Nonresident,9,21.0,63.0,81
BI6504,2026,Nonresident,8,22.0,66.0,86
BI6504,2026,Nonresident,7,23.0,69.0,115
BI6504,2026,Nonresident,6,24.0,72.0,124
BI6504,2026,Nonresident,5,25.0,75.0,122
BI6504,2026,Nonresident,4,26.0,78.0,123
BI6504,2026,Nonresident,3,27.0,81.0,121
BI6504,2026,Nonresident,2,28.0,84.0,134
BI6504,2026,Nonresident,1,29.0,87.0,58
BI6504,2026,Nonresident,0,30.0,90.0,171
BI6504,2026,Resident,28,0.0,0.0,0
BI6504,2026,Resident,27,1.0,3.0,7
BI6504,2026,Resident,26,2.0,6.0,15
BI6504,2026,Resident,25,3.0,9.0,16
BI6504,2026,Resident,24,4.0,12.0,17
BI6504,2026,Resident,23,5.0,15.0,18
BI6504,2026,Resident,22,6.0,18.0,22
BI6504,2026,Resident,21,7.0,21.0,18
BI6504,2026,Resident,20,8.0,24.0,21
BI6504,2026,Resident,19,9.0,27.0,22
BI6504,2026,Resident,18,10.0,30.0,24
BI6504,2026,Resident,17,11.0,33.0,33
BI6504,2026,Resident,16,12.0,36.0,34
BI6504,2026,Resident,15,13.0,39.0,27
BI6504,2026,Resident,14,14.0,42.0,26
BI6504,2026,Resident,13,15.0,45.0,40
BI6504,2026,Resident,12,16.0,48.0,48
BI6504,2026,Resident,11,17.0,51.0,58
BI6504,2026,Resident,10,18.0,54.0,69
BI6504,2026,Resident,9,19.0,57.0,82
BI6504,2026,Resident,8,20.0,60.0,105
BI6504,2026,Resident,7,21.0,63.0,107
BI6504,2026,Resident,6,22.0,66.0,119
BI6504,2026,Resident,5,23.0,69.0,137
BI6504,2026,Resident,4,24.0,72.0,129
BI6504,2026,Resident,3,25.0,75.0,138
BI6504,2026,Resident,2,26.0,78.0,142
BI6504,2026,Resident,1,27.0,81.0,55
BI6504,2026,Resident,0,28.0,84.0,226
BI6505,2026,Nonresident,26,-3.0,-9.0,0
BI6505,2026,Nonresident,21,-3.0,-9.0,1
BI6505,2026,Nonresident,20,-3.0,-9.0,0
BI6505,2026,Nonresident,18,-3.0,-9.0,2
BI6505,2026,Nonresident,17,-3.0,-9.0,12
BI6505,2026,Nonresident,16,-3.0,-9.0,17
BI6505,2026,Nonresident,15,-3.0,-9.0,14
BI6505,2026,Nonresident,14,-3.0,-9.0,13
BI6505,2026,Nonresident,13,-3.0,-9.0,14
BI6505,2026,Nonresident,12,-3.0,-9.0,15
BI6505,2026,Nonresident,11,-3.0,-9.0,20
BI6505,2026,Nonresident,10,-3.0,-9.0,24
BI6505,2026,Nonresident,9,-3.0,-9.0,26
BI6505,2026,Nonresident,8,-3.0,-9.0,28
BI6505,2026,Nonresident,7,-3.0,-9.0,35
BI6505,2026,Nonresident,6,-3.0,-9.0,30
BI6505,2026,Nonresident,5,-3.0,-9.0,28
BI6505,2026,Nonresident,4,-3.0,-9.0,29
BI6505,2026,Nonresident,3,-3.0,-9.0,26
BI6505,2026,Nonresident,2,-3.0,-9.0,30
BI6505,2026,Nonresident,1,-3.0,-9.0,13
BI6505,2026,Nonresident,0,-3.0,-9.0,40
BI6505,2026,Resident,24,-6.0,-18.0,1
BI6505,2026,Resident,20,-2.0,-6.0,1
BI6505,2026,Resident,19,-1.0,-3.0,1
BI6505,2026,Resident,18,0.0,0.0,1
BI6505,2026,Resident,17,1.0,3.0,6
BI6505,2026,Resident,16,2.0,6.0,7
BI6505,2026,Resident,15,3.0,9.0,4
BI6505,2026,Resident,14,4.0,12.0,4
BI6505,2026,Resident,13,5.0,15.0,7
BI6505,2026,Resident,12,6.0,18.0,10
BI6505,2026,Resident,11,7.0,21.0,11
BI6505,2026,Resident,10,8.0,24.0,12
BI6505,2026,Resident,9,9.0,27.0,14
BI6505,2026,Resident,8,10.0,30.0,14
BI6505,2026,Resident,7,11.0,33.0,23
BI6505,2026,Resident,6,12.0,36.0,29
BI6505,2026,Resident,5,13.0,39.0,24
BI6505,2026,Resident,4,14.0,42.0,27
BI6505,2026,Resident,3,15.0,45.0,31
BI6505,2026,Resident,2,16.0,48.0,39
BI6505,2026,Resident,1,17.0,51.0,18
BI6505,2026,Resident,0,18.0,54.0,46
BI6506,2026,Resident,19,-2.0,-6.0,1
BI6506,2026,Resident,18,-1.0,-3.0,2
BI6506,2026,Resident,17,0.0,0.0,2
BI6506,2026,Resident,16,1.0,3.0,7
BI6506,2026,Resident,15,2.0,6.0,9
BI6506,2026,Resident,14,3.0,9.0,6
BI6506,2026,Resident,13,4.0,12.0,5
BI6506,2026,Resident,12,5.0,15.0,6
BI6506,2026,Resident,11,6.0,18.0,8
BI6506,2026,Resident,10,7.0,21.0,11
BI6506,2026,Resident,9,8.0,24.0,13
BI6506,2026,Resident,8,9.0,27.0,16
BI6506,2026,Resident,7,10.0,30.0,23
BI6506,2026,Resident,6,11.0,33.0,41
BI6506,2026,Resident,5,12.0,36.0,37
BI6506,2026,Resident,4,13.0,39.0,35
BI6506,2026,Resident,3,14.0,42.0,41
BI6506,2026,Resident,2,15.0,45.0,39
BI6506,2026,Resident,1,16.0,48.0,16
BI6506,2026,Resident,0,17.0,51.0,48
BI6509,2026,Resident,21,-1.0,-3.0,0
BI6509,2026,Resident,19,-1.0,-3.0,3
BI6509,2026,Resident,18,-1.0,-3.0,4
BI6509,2026,Resident,17,-1.0,-3.0,4
BI6509,2026,Resident,16,-1.0,-3.0,5
BI6509,2026,Resident,15,-1.0,-3.0,5
BI6509,2026,Resident,14,-1.0,-3.0,3
BI6509,2026,Resident,13,-1.0,-3.0,6
BI6509,2026,Resident,12,-1.0,-3.0,9
BI6509,2026,Resident,11,-1.0,-3.0,7
BI6509,2026,Resident,10,-1.0,-3.0,11
BI6509,2026,Resident,9,-1.0,-3.0,25
BI6509,2026,Resident,8,-1.0,-3.0,29
BI6509,2026,Resident,7,-1.0,-3.0,27
BI6509,2026,Resident,6,-1.0,-3.0,30
BI6509,2026,Resident,5,-1.0,-3.0,34
BI6509,2026,Resident,4,-1.0,-3.0,30
BI6509,2026,Resident,3,-1.0,-3.0,30
BI6509,2026,Resident,2,-1.0,-3.0,36
BI6509,2026,Resident,1,-1.0,-3.0,15
BI6509,2026,Resident,0,-1.0,-3.0,50
BI6516,2026,Resident,28,-1.0,-3.0,0
BI6516,2026,Resident,26,-1.0,-3.0,7
BI6516,2026,Resident,25,-1.0,-3.0,8
BI6516,2026,Resident,24,-1.0,-3.0,9
BI6516,2026,Resident,23,-1.0,-3.0,15
BI6516,2026,Resident,22,-1.0,-3.0,12
BI6516,2026,Resident,21,-1.0,-3.0,6
BI6516,2026,Resident,20,-1.0,-3.0,9
BI6516,2026,Resident,19,-1.0,-3.0,10
BI6516,2026,Resident,18,-1.0,-3.0,7
BI6516,2026,Resident,17,-1.0,-3.0,15
BI6516,2026,Resident,16,-1.0,-3.0,25
BI6516,2026,Resident,15,-1.0,-3.0,23
BI6516,2026,Resident,14,-1.0,-3.0,24
BI6516,2026,Resident,13,-1.0,-3.0,22
BI6516,2026,Resident,12,-1.0,-3.0,27
BI6516,2026,Resident,11,-1.0,-3.0,35
BI6516,2026,Resident,10,-1.0,-3.0,35
BI6516,2026,Resident,9,-1.0,-3.0,55
BI6516,2026,Resident,8,-1.0,-3.0,59
BI6516,2026,Resident,7,-1.0,-3.0,63
BI6516,2026,Resident,6,-1.0,-3.0,68
BI6516,2026,Resident,5,-1.0,-3.0,83
BI6516,2026,Resident,4,-1.0,-3.0,92
BI6516,2026,Resident,3,-1.0,-3.0,88
BI6516,2026,Resident,2,-1.0,-3.0,105
BI6516,2026,Resident,1,-1.0,-3.0,47
BI6516,2026,Resident,0,-1.0,-3.0,147
BI6528,2026,Resident,25,-3.0,-9.0,0
BI6528,2026,Resident,23,-3.0,-9.0,0
BI6528,2026,Resident,21,-3.0,-9.0,1
BI6528,2026,Resident,19,-3.0,-9.0,1
BI6528,2026,Resident,18,-3.0,-9.0,3
BI6528,2026,Resident,17,-3.0,-9.0,3
BI6528,2026,Resident,16,-3.0,-9.0,3
BI6528,2026,Resident,15,-3.0,-9.0,1
BI6528,2026,Resident,13,-3.0,-9.0,3
BI6528,2026,Resident,12,-3.0,-9.0,2
BI6528,2026,Resident,11,-3.0,-9.0,4
BI6528,2026,Resident,10,-3.0,-9.0,4
BI6528,2026,Resident,9,-3.0,-9.0,7
BI6528,2026,Resident,8,-3.0,-9.0,9
BI6528,2026,Resident,7,-3.0,-9.0,10
BI6528,2026,Resident,6,-3.0,-9.0,9
BI6528,2026,Resident,5,-3.0,-9.0,9
BI6528,2026,Resident,4,-3.0,-9.0,11
BI6528,2026,Resident,3,-3.0,-9.0,11
BI6528,2026,Resident,2,-3.0,-9.0,11
BI6528,2026,Resident,1,-3.0,-9.0,4
BI6528,2026,Resident,0,-3.0,-9.0,11
BI6529,2026,Resident,19,-5.0,-15.0,0
BI6529,2026,Resident,18,-5.0,-15.0,0
BI6529,2026,Resident,17,-5.0,-15.0,0
BI6529,2026,Resident,16,-5.0,-15.0,1
BI6529,2026,Resident,12,-5.0,-15.0,2
BI6529,2026,Resident,11,-5.0,-15.0,1
BI6529,2026,Resident,9,-5.0,-15.0,3
BI6529,2026,Resident,8,-5.0,-15.0,5
BI6529,2026,Resident,7,-5.0,-15.0,6
BI6529,2026,Resident,6,-5.0,-15.0,5
BI6529,2026,Resident,5,-5.0,-15.0,10
BI6529,2026,Resident,4,-5.0,-15.0,12
BI6529,2026,Resident,3,-5.0,-15.0,16
BI6529,2026,Resident,2,-5.0,-15.0,16
BI6529,2026,Resident,1,-5.0,-15.0,5
BI6529,2026,Resident,0,-5.0,-15.0,16
BI6531,2026,Resident,26,-1.0,-3.0,3
BI6531,2026,Resident,25,-1.0,-3.0,4
BI6531,2026,Resident,24,-1.0,-3.0,3
BI6531,2026,Resident,23,-1.0,-3.0,4
BI6531,2026,Resident,22,-1.0,-3.0,5
BI6531,2026,Resident,21,-1.0,-3.0,3
BI6531,2026,Resident,20,-1.0,-3.0,2
BI6531,2026,Resident,19,-1.0,-3.0,4
BI6531,2026,Resident,18,-1.0,-3.0,3
BI6531,2026,Resident,17,-1.0,-3.0,5
BI6531,2026,Resident,16,-1.0,-3.0,9
BI6531,2026,Resident,15,-1.0,-3.0,9
BI6531,2026,Resident,14,-1.0,-3.0,6
BI6531,2026,Resident,13,-1.0,-3.0,3
BI6531,2026,Resident,12,-1.0,-3.0,4
BI6531,2026,Resident,11,-1.0,-3.0,7
BI6531,2026,Resident,10,-1.0,-3.0,13
BI6531,2026,Resident,9,-1.0,-3.0,16
BI6531,2026,Resident,8,-1.0,-3.0,17
BI6531,2026,Resident,7,-1.0,-3.0,19
BI6531,2026,Resident,6,-1.0,-3.0,21
BI6531,2026,Resident,5,-1.0,-3.0,30
BI6531,2026,Resident,4,-1.0,-3.0,30
BI6531,2026,Resident,3,-1.0,-3.0,32
BI6531,2026,Resident,2,-1.0,-3.0,37
BI6531,2026,Resident,1,-1.0,-3.0,16
BI6531,2026,Resident,0,-1.0,-3.0,61
BI6532,2026,Resident,24,-3.0,-9.0,1
BI6532,2026,Resident,20,-3.0,-9.0,1
BI6532,2026,Resident,18,-3.0,-9.0,1
BI6532,2026,Resident,17,-3.0,-9.0,2
BI6532,2026,Resident,16,-3.0,-9.0,2
BI6532,2026,Resident,15,-3.0,-9.0,1
BI6532,2026,Resident,14,-3.0,-9.0,2
BI6532,2026,Resident,13,-3.0,-9.0,5
BI6532,2026,Resident,12,-3.0,-9.0,6
BI6532,2026,Resident,11,-3.0,-9.0,4
BI6532,2026,Resident,10,-3.0,-9.0,5
BI6532,2026,Resident,9,-3.0,-9.0,7
BI6532,2026,Resident,8,-3.0,-9.0,11
BI6532,2026,Resident,7,-3.0,-9.0,16
BI6532,2026,Resident,6,-3.0,-9.0,18
BI6532,2026,Resident,5,-3.0,-9.0,14
BI6532,2026,Resident,4,-3.0,-9.0,12
BI6532,2026,Resident,3,-3.0,-9.0,15
BI6532,2026,Resident,2,-3.0,-9.0,16
BI6532,2026,Resident,1,-3.0,-9.0,7
BI6532,2026,Resident,0,-3.0,-9.0,21
BI6534,2026,Resident,28,-1.0,-3.0,3
BI6534,2026,Resident,27,-1.0,-3.0,6
BI6534,2026,Resident,26,-1.0,-3.0,8
BI6534,2026,Resident,25,-1.0,-3.0,7
BI6534,2026,Resident,24,-1.0,-3.0,8
BI6534,2026,Resident,23,-1.0,-3.0,13
BI6534,2026,Resident,22,-1.0,-3.0,14
BI6534,2026,Resident,21,-1.0,-3.0,9
BI6534,2026,Resident,20,-1.0,-3.0,6
BI6534,2026,Resident,19,-1.0,-3.0,6
BI6534,2026,Resident,18,-1.0,-3.0,7
BI6534,2026,Resident,17,-1.0,-3.0,6
BI6534,2026,Resident,16,-1.0,-3.0,10
BI6534,2026,Resident,15,-1.0,-3.0,12
BI6534,2026,Resident,14,-1.0,-3.0,18
BI6534,2026,Resident,13,-1.0,-3.0,21
BI6534,2026,Resident,12,-1.0,-3.0,22
BI6534,2026,Resident,11,-1.0,-3.0,20
BI6534,2026,Resident,10,-1.0,-3.0,25
BI6534,2026,Resident,9,-1.0,-3.0,46
BI6534,2026,Resident,8,-1.0,-3.0,56
BI6534,2026,Resident,7,-1.0,-3.0,57
BI6534,2026,Resident,6,-1.0,-3.0,57
BI6534,2026,Resident,5,-1.0,-3.0,61
BI6534,2026,Resident,4,-1.0,-3.0,74
BI6534,2026,Resident,3,-1.0,-3.0,83
BI6534,2026,Resident,2,-1.0,-3.0,92
BI6534,2026,Resident,1,-1.0,-3.0,39
BI6534,2026,Resident,0,-1.0,-3.0,115
BI6535,2026,Resident,27,-1.0,-3.0,2
BI6535,2026,Resident,26,-1.0,-3.0,4
BI6535,2026,Resident,25,-1.0,-3.0,5
BI6535,2026,Resident,24,-1.0,-3.0,4
BI6535,2026,Resident,23,-1.0,-3.0,3
BI6535,2026,Resident,22,-1.0,-3.0,6
BI6535,2026,Resident,21,-1.0,-3.0,4
BI6535,2026,Resident,20,-1.0,-3.0,3
BI6535,2026,Resident,19,-1.0,-3.0,4
BI6535,2026,Resident,18,-1.0,-3.0,3
BI6535,2026,Resident,17,-1.0,-3.0,8
BI6535,2026,Resident,16,-1.0,-3.0,11
BI6535,2026,Resident,15,-1.0,-3.0,8
BI6535,2026,Resident,14,-1.0,-3.0,10
BI6535,2026,Resident,13,-1.0,-3.0,11
BI6535,2026,Resident,12,-1.0,-3.0,13
BI6535,2026,Resident,11,-1.0,-3.0,20
BI6535,2026,Resident,10,-1.0,-3.0,27
BI6535,2026,Resident,9,-1.0,-3.0,39
BI6535,2026,Resident,8,-1.0,-3.0,46
BI6535,2026,Resident,7,-1.0,-3.0,49
BI6535,2026,Resident,6,-1.0,-3.0,59
BI6535,2026,Resident,5,-1.0,-3.0,53
BI6535,2026,Resident,4,-1.0,-3.0,46
BI6535,2026,Resident,3,-1.0,-3.0,58
BI6535,2026,Resident,2,-1.0,-3.0,68
BI6535,2026,Resident,1,-1.0,-3.0,28
BI6535,2026,Resident,0,-1.0,-3.0,108
BI6536,2026,Resident,25,-9.0,-27.0,1
BI6536,2026,Resident,23,-9.0,-27.0,0
BI6536,2026,Resident,21,-9.0,-27.0,1
BI6536,2026,Resident,18,-9.0,-27.0,3
BI6536,2026,Resident,17,-9.0,-27.0,2
BI6536,2026,Resident,16,-9.0,-27.0,1
BI6536,2026,Resident,14,-9.0,-27.0,1
BI6536,2026,Resident,12,-9.0,-27.0,2
BI6536,2026,Resident,11,-9.0,-27.0,1
BI6536,2026,Resident,10,-9.0,-27.0,4
BI6536,2026,Resident,9,-9.0,-27.0,8
BI6536,2026,Resident,8,-9.0,-27.0,7
BI6536,2026,Resident,7,-9.0,-27.0,7
BI6536,2026,Resident,6,-9.0,-27.0,12
BI6536,2026,Resident,5,-9.0,-27.0,11
BI6536,2026,Resident,4,-9.0,-27.0,9
BI6536,2026,Resident,3,-9.0,-27.0,13
BI6536,2026,Resident,2,-9.0,-27.0,16
BI6536,2026,Resident,1,-9.0,-27.0,7
BI6536,2026,Resident,0,-9.0,-27.0,17
BI6537,2026,Nonresident,32,-4.0,-12.0,1
BI6537,2026,Nonresident,31,-3.0,-9.0,2
BI6537,2026,Nonresident,30,-2.0,-6.0,3
BI6537,2026,Nonresident,29,-1.0,-3.0,4
BI6537,2026,Nonresident,28,0.0,0.0,0
BI6537,2026,Nonresident,27,1.0,3.0,5
BI6537,2026,Nonresident,26,2.0,6.0,4
BI6537,2026,Nonresident,25,3.0,9.0,4
BI6537,2026,Nonresident,24,4.0,12.0,5
BI6537,2026,Nonresident,23,5.0,15.0,4
BI6537,2026,Nonresident,22,6.0,18.0,5
BI6537,2026,Nonresident,21,7.0,21.0,8
BI6537,2026,Nonresident,20,8.0,24.0,8
BI6537,2026,Nonresident,19,9.0,27.0,8
BI6537,2026,Nonresident,18,10.0,30.0,12
BI6537,2026,Nonresident,17,11.0,33.0,93
BI6537,2026,Nonresident,16,12.0,36.0,121
BI6537,2026,Nonresident,15,13.0,39.0,74
BI6537,2026,Nonresident,14,14.0,42.0,60
BI6537,2026,Nonresident,13,15.0,45.0,78
BI6537,2026,Nonresident,12,16.0,48.0,81
BI6537,2026,Nonresident,11,17.0,51.0,79
BI6537,2026,Nonresident,10,18.0,54.0,86
BI6537,2026,Nonresident,9,19.0,57.0,112
BI6537,2026,Nonresident,8,20.0,60.0,141
BI6537,2026,Nonresident,7,21.0,63.0,168
BI6537,2026,Nonresident,6,22.0,66.0,164
BI6537,2026,Nonresident,5,23.0,69.0,155
BI6537,2026,Nonresident,4,24.0,72.0,166
BI6537,2026,Nonresident,3,25.0,75.0,181
BI6537,2026,Nonresident,2,26.0,78.0,196
BI6537,2026,Nonresident,1,27.0,81.0,81
BI6537,2026,Nonresident,0,28.0,84.0,223
BI6537,2026,Resident,29,-4.0,-12.0,0
BI6537,2026,Resident,28,-4.0,-12.0,1
BI6537,2026,Resident,27,-4.0,-12.0,0
BI6537,2026,Resident,26,-4.0,-12.0,6
BI6537,2026,Resident,25,-4.0,-12.0,2
BI6537,2026,Resident,24,-4.0,-12.0,1
BI6537,2026,Resident,23,-4.0,-12.0,16
BI6537,2026,Resident,22,-4.0,-12.0,0
BI6537,2026,Resident,21,-4.0,-12.0,19
BI6537,2026,Resident,20,-4.0,-12.0,4
BI6537,2026,Resident,19,-4.0,-12.0,5
BI6537,2026,Resident,18,-4.0,-12.0,5
BI6537,2026,Resident,17,-4.0,-12.0,3
BI6537,2026,Resident,16,-4.0,-12.0,5
BI6537,2026,Resident,15,-4.0,-12.0,7
BI6537,2026,Resident,14,-4.0,-12.0,8
BI6537,2026,Resident,13,-4.0,-12.0,7
BI6537,2026,Resident,12,-4.0,-12.0,8
BI6537,2026,Resident,11,-4.0,-12.0,10
BI6537,2026,Resident,10,-4.0,-12.0,12
BI6537,2026,Resident,9,-4.0,-12.0,17
BI6537,2026,Resident,8,-4.0,-12.0,16
BI6537,2026,Resident,7,-4.0,-12.0,25
BI6537,2026,Resident,6,-4.0,-12.0,32
BI6537,2026,Resident,5,-4.0,-12.0,39
BI6537,2026,Resident,4,-4.0,-12.0,36
BI6537,2026,Resident,3,-4.0,-12.0,40
BI6537,2026,Resident,2,-4.0,-12.0,48
BI6537,2026,Resident,1,-4.0,-12.0,20
BI6537,2026,Resident,0,-4.0,-12.0,70
BR1008,2025,Nonresident,0,0.0,0.0,3
BR1008,2025,Resident,3,0.0,0.0,2
BR1008,2025,Resident,2,0.0,0.0,10
BR1008,2025,Resident,1,0.0,0.0,25
BR1008,2025,Resident,0,0.0,0.0,52
BR1009,2025,Nonresident,4,0.0,0.0,1
BR1009,2025,Nonresident,3,0.0,0.0,1
BR1009,2025,Nonresident,1,0.0,0.0,1
BR1009,2025,Nonresident,0,0.0,0.0,1
BR1009,2025,Resident,6,0.0,0.0,5
BR1009,2025,Resident,5,0.0,0.0,12
BR1009,2025,Resident,4,0.0,0.0,8
BR1009,2025,Resident,3,0.0,0.0,13
BR1009,2025,Resident,2,0.0,0.0,17
BR1009,2025,Resident,1,0.0,0.0,25
BR1009,2025,Resident,0,0.0,0.0,37
BR1010,2025,Nonresident,4,0.0,0.0,1
BR1010,2025,Nonresident,1,0.0,0.0,1
BR1010,2025,Resident,7,0.0,0.0,1
BR1010,2025,Resident,6,0.0,0.0,3
BR1010,2025,Resident,5,0.0,0.0,4
BR1010,2025,Resident,4,0.0,0.0,4
BR1010,2025,Resident,3,0.0,0.0,3
BR1010,2025,Resident,2,0.0,0.0,6
BR1010,2025,Resident,1,0.0,0.0,15
BR1010,2025,Resident,0,0.0,0.0,18
BR1011,2025,Nonresident,1,0.0,0.0,1
BR1011,2025,Nonresident,0,0.0,0.0,2
BR1011,2025,Resident,5,0.0,0.0,1
BR1011,2025,Resident,4,0.0,0.0,1
BR1011,2025,Resident,2,0.0,0.0,6
BR1011,2025,Resident,1,0.0,0.0,10
BR1011,2025,Resident,0,0.0,0.0,24
BR1012,2025,Nonresident,2,0.0,0.0,2
BR1012,2025,Nonresident,1,0.0,0.0,1
BR1012,2025,Nonresident,0,0.0,0.0,2
BR1012,2025,Resident,6,0.0,0.0,2
BR1012,2025,Resident,5,0.0,0.0,4
BR1012,2025,Resident,4,0.0,0.0,6
BR1012,2025,Resident,3,0.0,0.0,8
BR1012,2025,Resident,2,0.0,0.0,16
BR1012,2025,Resident,1,0.0,0.0,26
BR1012,2025,Resident,0,0.0,0.0,23
BR1013,2025,Nonresident,0,0.0,0.0,1
BR1013,2025,Resident,7,0.0,0.0,1
BR1013,2025,Resident,5,0.0,0.0,2
BR1013,2025,Resident,4,0.0,0.0,5
BR1013,2025,Resident,3,0.0,0.0,5
BR1013,2025,Resident,2,0.0,0.0,5
BR1013,2025,Resident,1,0.0,0.0,5
BR1013,2025,Resident,0,0.0,0.0,13
BR1015,2025,Nonresident,2,0.0,0.0,1
BR1015,2025,Nonresident,0,0.0,0.0,5
BR1016,2025,Nonresident,1,0.0,0.0,3
BR1016,2025,Nonresident,0,0.0,0.0,4
